Sample ID,Date,Site name,Day,Month,Year,Time,Water temperature,Soluble Reactive P,Total phosphorus (_g/L),Silicon (mg-Si/L),Chlorophyll-a (_g/L),Dissolved nitrate (NO3),Total dissolved nitrogen (mg N/L),Dissolved organic carbon (mg/L),Sunshine duration ,Sunshine duration (3-d average),Mean daily flow (m3/s),Diatoms,Nano-chlorophytes,Pico-chlorophytes,Total Cryptophytes,Total Cyanobacteria,Total phytoplankton
TC16,42542,Thames at Runnymede,21,6,16,15:15,17.8,190,236,5.48,5.68,27.23884298,7.32,4.28,3.5,2.866666667,54.05622924,144.2930194,7166.553297,60540.54117,423.2595236,298.2055734,68572.85258
TC16,42548,Thames at Runnymede,27,6,16,12:45,17.7,204,256,5.94,3.92,24.13398381,5.87,5.92,4.9,3.8,50.39432392,187.5809252,4025.775241,22317.32033,197.2004598,827.2799779,27555.15694
TC16,7/4/16,Thames at Runnymede,4,7,16,11:30,17.6,158,197,6,3.66,27.52312817,7.29,5.63,3.4,7.9,29.39858211,192.3906925,5526.422643,58207.80402,750.3237009,606.0306815,65282.97174
TC16,7/11/16,Thames at Runnymede,11,7,16,8:00,18.3,135,184,5.65,3.48,29.02424882,8.25,4.34,7.1,4.366666667,24.56044215,81.76604432,5968.921236,31297.15591,1548.745075,707.035795,39603.62406
TC16,42569,Thames at Runnymede,18,7,16,14:30,20.4,133,204,5.16,3.47,28.60530841,2.88,1.66,10.1,8.2,24.23968106,91.38557895,2472.220399,58477.15099,2804.094344,2626.132953,66470.98427
TC16,42576,Thames at Runnymede,25,7,16,12:30,21.8,144,185,4.95,4.15,30.97491064,7.13,3.32,7.1,6.966666667,18.68181588,86.57581164,5184.929164,139300.4809,1707.467396,6767.34261,153046.7959
TC16,8/1/16,Thames at Runnymede,1,8,16,12:15,19.6,152,173,5.48,2.49,30.33050918,7.15,2.94,0,3.9,19.24670226,48.09767313,3001.294803,95166.05606,1048.529274,5661.096128,104925.0739
TC16,8/8/16,Thames at Runnymede,8,8,16,17:00,19.9,176,218,5.48,4.51,30.44755137,7.86,3.68,10.3,10.2,18.23762662,153.912554,7027.070045,132566.8067,1462.169263,6608.620288,147818.5788
TC16,42597,Thames at Runnymede,15,8,16,13:00,19.4,148,182,5.42,5.17,30.24928172,8.39,2.92,12.8,7.466666667,16.58846981,86.57581164,4930.011496,90346.66921,2842.572482,7811.062117,106016.8911
TC16,42604,Thames at Runnymede,22,8,16,14:15,19.5,155,213,5.45,5.34,32.01627896,7.45,2.61,1.2,2.4,16.71443263,125.0539501,6036.257978,97585.36902,1221.680898,8748.966743,113717.3286
TC16,9/5/16,Thames at Runnymede,5,9,16,11:15,18,97,148,2.92,6.96,27.27154179,7.04,3.23,0.2,1,18.31208888,379.9716177,1486.2181,9768.637413,649.3185873,254.9176676,12539.06339
TC16,9/12/16,Thames at Runnymede,12,9,16,15:30,18.1,232,248,6.45,10.87,33.59122715,8.59,4.58,1.2,3.7,18.75514105,572.3623103,2885.860388,63411.97226,3020.533873,3977.677568,73868.4064
TC16,42632,Thames at Runnymede,19,9,16,13:45,17.4,213,270,6.74,2.79,32.21126114,7.47,3.4,0,0.7,19.89633239,206.8199945,4780.908709,44701.97741,986.0022992,2832.952947,53508.66136
TC16,42639,Thames at Runnymede,26,9,16,15:00,16.4,206,234,6.98,3.62,29.39379321,7.28,3.41,0.6,3.933333333,17.03709765,110.6246482,7243.509574,68938.3949,615.6502161,1688.228327,78596.40767
TC16,42667,Thames at Runnymede,24,10,16,13:15,11.4,231,259,6.88,1.62,36.77567247,9.8,3.44,0,2.133333333,16.97862733,28.85860388,7738.915607,30676.69592,375.1618504,548.3134737,39367.94546
TC16,42674,Thames at Runnymede,31,10,16,12:45,11.6,217,361,7.12,1.95,39.05659571,9.7,3.45,4.4,1.466666667,16.05942554,48.09767313,1341.92508,24371.09098,447.3083601,774.3725374,26982.79463
TC16,11/7/16,Thames at Runnymede,7,11,16,12:45,7.7,216,252,6.81,0.9,43.61877881,9.78,3.63,5.3,3.3,16.10124193,14.42930194,548.3134737,15184.43541,149.1027867,533.8841718,16430.16514
TC16,42688,Thames at Runnymede,14,11,16,16:15,7.2,197,256,6.38,0.93,33.86375665,9,3.86,0,1.9,26.48782589,86.57581164,745.5139335,4636.61569,86.57581164,581.9818449,6137.263092
TC16,42695,Thames at Runnymede,21,11,16,14:45,8.6,190,235,6.13,2.28,34.13654115,7.82,4.38,0,0.3,67.08760726,62.52697507,567.552543,2808.904111,158.7223213,134.6734848,3732.379435
TC16,42702,Thames at Runnymede,28,11,16,14:45,6,169,240,5.67,1.59,40.74364333,9.98,8,6.3,3.133333333,36.44006114,134.6734848,389.5911524,2183.63436,28.85860388,62.52697507,2799.284576
TC16,12/5/16,Thames at Runnymede,5,12,16,15:00,3.6,154,198,6.43,1.16,39.43221779,10.18,5.24,5.7,5.066666667,28.41613801,110.6246482,274.1567369,1644.940421,52.90744045,28.85860388,2111.487851
TC16,12/12/16,Thames at Runnymede,12,12,16,14:45,8.2,160,202,5.91,2.13,34.86664305,8.72,3.88,0,0.966666667,65.13355065,43.28790582,293.3958061,1418.881357,129.8637175,48.09767313,1933.52646
TC16,1/3/17,Thames at Runnymede,3,1,17,15:15,5.1,178,212,6.04,0.88,36.32035309,9.85,3.16,0.5,2,46.4781905,43.28790582,437.6888255,1933.52646,43.28790582,48.09767313,2505.88877
TC16,1/9/17,Thames at Runnymede,9,1,17,14:15,6.3,159,191,5.65,1.59,36.98628462,10.02,3.75,0,0,52.02007036,76.95627701,423.2595236,1587.223213,67.33674239,91.38557895,2246.161335
TC16,42751,Thames at Runnymede,16,1,17,12:15,6,141,254,5.35,2.52,37.3632316,9.56,5.5,0,0.066666667,84.63686677,153.912554,639.6990527,1803.662742,177.9613906,110.6246482,2885.860388
TC16,42758,Thames at Runnymede,23,1,17,13:30,3.4,132,198,5.43,2.24,46.68441223,10.2,6.76,0.2,3.033333333,49.61240807,101.0051136,505.0255679,1163.96369,105.8148809,28.85860388,1904.667856
TC16,42765,Thames at Runnymede,30,1,17,12:45,5.8,145,202,5.47,-0.44,37.2644084,9.35,4.46,0,1.166666667,88.1535946,327.0641773,702.2260277,1534.315773,62.52697507,72.1465097,2698.279463
TC16,2/6/17,Thames at Runnymede,6,2,17,12:00,7.2,116,272,5,4.31,29.63465042,8.65,8.38,0.6,1.6,99.78303335,125.0539501,346.3032466,740.7041662,230.868831,86.57581164,1529.506006
TC16,42779,Thames at Runnymede,13,2,17,12:15,5.9,104,175,5.14,1.61,31.55139813,9.48,5.41,7.9,2.633333333,66.96625203,177.9613906,519.4548698,1173.583224,72.1465097,62.52697507,2005.67297
TC16,42786,Thames at Runnymede,20,2,17,13:45,9.4,121,167,4.8,1.15,36.73180751,9.47,4.94,2.6,2.066666667,58.14974508,307.825108,933.0948588,2255.78087,91.38557895,86.57581164,3674.662227
TC16,42793,Thames at Runnymede,27,2,17,13:30,9.2,130,174,4.92,1.91,36.45023651,8.8,3.93,0.4,0.566666667,51.46710987,221.2492964,899.4264876,2501.079003,96.19534626,52.90744045,3770.857574
TC16,3/6/17,Thames at Runnymede,6,3,17,12:15,8.4,112,223,4.37,5.28,30.50694024,9.03,5.9,5,5.2,99.35039665,259.7274349,745.5139335,1697.847862,230.868831,101.0051136,3034.963175
TC16,42807,Thames at Runnymede,13,3,17,13:00,10.8,106,167,4.64,2.7,32.75692433,8.17,5.48,8.1,2.733333333,63.7795668,452.1181274,1529.506006,3525.559441,163.5320886,110.6246482,5781.34031
TC16,3/20/17,Thames at Runnymede,20,3,17,12:15,11.5,100,139,4.45,3.52,33.16228578,9,4.44,0.5,0.3,50.7675261,726.2748643,1351.544615,4540.420344,168.341856,62.52697507,6849.108654
TC16,3/27/17,Thames at Runnymede,27,3,17,12:30,10.4,100,136,5.48,3.44,32.10352134,8.05,4.33,6.5,8.066666667,43.81326182,716.6553297,1664.17949,5550.471479,269.3469695,120.2441828,8320.897452
TC16,4/10/17,Thames at Runnymede,10,4,17,12:45,14.4,95,124,3.48,4.81,35.81414648,7.82,5.09,6.4,9.3,30.90814669,1327.495778,10966.26947,12466.91688,981.1925319,245.298133,25987.17279
TC16,4/18/17,Thames at Runnymede,18,4,17,15:15,13.3,106,158,3.13,8.57,33.96206194,8.81,3.63,11.8,6.466666667,28.47188004,2106.678083,18238.63765,13957.94474,1726.706465,721.465097,36751.43204
TC16,4/24/17,Thames at Runnymede,24,4,17,15:00,13.8,105,150,3.09,10.13,34.47588093,8.58,3.78,0.3,5.233333333,27.5923611,1380.403219,23938.21192,15535.54842,1572.793911,923.4753241,43350.43279
TC16,5/2/17,Thames at Runnymede,2,5,17,13:45,13.2,100,139,3.37,6.17,36.44672775,9.11,3.76,5.6,4.266666667,26.22885148,1481.408332,24101.74401,13299.00662,2169.205058,2443.361795,43494.72581
TC16,5/8/17,Thames at Runnymede,8,5,17,12:30,13.6,111,132,3.17,10.33,36.84486179,9.76,5.76,0,3.633333333,19.12700864,1077.387878,23659.24541,22913.73148,1952.765529,2303.878543,51907.00884
TC16,5/15/17,Thames at Runnymede,15,5,17,14:00,15.6,110,196,3.38,12.35,37.219481,9.47,4.79,0.7,4.3,25.15606306,1058.148809,42624.15793,38636.86083,3785.286876,3352.407817,89456.86226
TC16,5/22/17,Thames at Runnymede,22,5,17,16:30,17,164,249,4.13,17.6,31.57265779,7.56,5.28,9.4,8.666666667,28.95350602,3578.466881,15699.08051,27891.84065,981.1925319,298.2055734,48448.78615
TC16,5/30/17,Thames at Runnymede,30,5,17,14:15,19,166,224,4.89,8.76,32.95061266,7.99,4.05,2.6,2.433333333,23.45904384,418.4497562,8474.810006,48944.19218,2222.112499,129.8637175,60189.42816
TC16,6/5/17,Thames at Runnymede,5,6,17,13:30,18.4,174,239,5.37,3.27,32.53993582,8.15,5.12,0.6,5.6,19.80943524,144.2930194,4040.204543,99744.95454,2294.259008,182.7711579,106406.4823
TC16,6/12/17,Thames at Runnymede,12,6,17,14:45,18.1,202,234,5.23,4.49,29.60051087,7.82,5.45,3.7,5.666666667,22.15987934,91.38557895,4492.322671,125207.8627,995.6218338,269.3469695,131056.5398
TC16,6/26/17,Thames at Runnymede,26,6,17,14:15,21.4,197,252,5.1,2.23,31.37554413,7.89,4.17,4.7,4,14.45091938,33.66837119,2005.67297,54268.6046,1317.876244,2789.665042,60415.48722
TC16,7/3/17,Thames at Runnymede,3,7,17,14:15,20.3,199,228,5.62,3.81,31.33857427,8.42,4.88,5.3,6.833333333,14.60682238,62.52697507,2765.616205,113313.3081,2828.14318,2654.991557,121624.586
TC16,7/10/17,Thames at Runnymede,10,7,17,14:15,23.4,193,221,5.34,2.42,30.0384057,8.07,5.62,9.1,8.966666667,12.19899996,91.38557895,1553.554842,43720.78488,3665.042693,11783.92992,60814.69791
TC16,7/17/17,Thames at Runnymede,17,7,17,16:00,21.4,206,285,5.62,3.56,31.4172211,8.09,4.38,9.6,3.566666667,13.1495012,67.33674239,1178.392992,68880.67769,3857.433385,9032.743014,83016.58383
TC16,7/24/17,Thames at Runnymede,24,7,17,12:45,18.4,221,248,5.56,2.48,28.70065869,6.89,5.3,2.2,3,21.47753003,28.85860388,986.0022992,35996.29857,1510.266936,1967.194831,40488.62124
TC16,7/31/17,Thames at Runnymede,31,7,17,12:45,18.6,198,211,5.71,3.22,28.26520804,6.5,4.73,5.4,4.266666667,24.56940726,24.04883657,1289.01764,38935.0664,2202.873429,2775.23574,45226.24205
TC16,8/7/17,Thames at Runnymede,7,8,17,14:15,18.6,124,207,4.53,64.98,25.83150181,6.19,5.19,0.6,6.466666667,18.10488727,16285.87212,12029.22805,37694.14643,2376.025053,1765.184604,70150.45626
TC16,8/14/17,Thames at Runnymede,14,8,17,12:00,19,174,215,5.5,5.07,27.69417381,6.45,4.56,3.2,6.8,16.90300369,485.7864986,2895.479923,47895.66291,1765.184604,1938.336227,54980.45016
TC16,8/21/17,Thames at Runnymede,21,8,17,12:30,18.3,178,241,5.6,2.72,28.9346332,7.31,3.92,0,5.233333333,20.37169884,52.90744045,1250.539501,42061.41515,1457.359496,2303.878543,47126.10013
TC16,8/29/17,Thames at Runnymede,29,8,17,15:30,20.4,197,207,5.48,3.74,29.44416074,6.98,4.97,7.7,9.566666667,15.20551674,76.95627701,2226.922266,76927.41841,1240.919967,4872.294288,85344.51121
TC16,9/4/17,Thames at Runnymede,4,9,17,16:45,18.7,194,229,5.68,2.27,30.85742225,7.43,5,0.9,3.166666667,14.42941551,52.90744045,1909.477623,78957.14021,408.8302216,3463.032466,84791.38796
TC16,9/11/17,Thames at Runnymede,11,9,17,14:15,16.5,172,207,5.77,2.28,33.41986887,8.4,4.94,6.4,4.1,17.27811934,19.23906925,1159.153922,80741.56389,557.9330083,6815.440283,89293.33017
TC16,9/18/17,Thames at Runnymede,18,9,17,17:00,15,180,182,5.47,2.93,34.80180386,8.19,5.2,3.8,3.466666667,15.882739,43.28790582,1038.90974,74796.69149,1101.436715,3010.914338,79991.24019
TC16,9/25/17,Thames at Runnymede,25,9,17,15:45,15.5,179,197,5.45,3.47,35.37629597,8,5.64,0,2.6,17.73424975,38.47813851,1192.822294,108984.5176,495.4060333,1765.184604,112476.4086
TC16,10/2/17,Thames at Runnymede,2,10,17,13:00,16.1,176,219,5.62,2.3,35.23431545,7.87,5.11,3.7,2.133333333,17.3,19.23906925,745.5139335,68289.07631,202.0102272,663.7478892,69919.58743
TC16,10/9/17,Thames at Runnymede,9,10,17,13:00,14.9,192,251,5.99,2.27,34.53450854,7.59,4.72,0.1,0.866666667,14.1,14.42930194,649.3185873,53080.59207,408.8302216,707.035795,54860.20597
TC16,10/16/17,Thames at Runnymede,16,10,17,13:00,15.4,194,197,6.3,2.66,37.82837276,9.39,3.87,2.5,1.966666667,13.9,14.42930194,750.3237009,47275.20292,500.2158006,1548.745075,50088.9168
TC16,10/23/17,Thames at Runnymede,23,10,17,13:15,13.9,197,246,6.6,1.87,37.23457405,8.68,3.41,0,3.033333333,17.6,43.28790582,788.8018394,38834.06129,428.0692909,1365.973917,41460.19424
TC16,10/30/17,Thames at Runnymede,30,10,17,12:15,12.5,195,197,6.73,1.8,37.2176362,9.07,4.58,6.5,4.633333333,14.2,43.28790582,572.3623103,33317.25818,288.5860388,1101.436715,35322.93115
TC16,11/6/17,Thames at Runnymede,6,11,17,13:00,10.7,202,206,7.01,1.05,41.06658431,9.48,4.9,6.1,4.8,19.9,9.619534626,620.4599834,26025.65093,163.5320886,2323.117612,29142.38015
TC16,11/13/17,Thames at Runnymede,13,11,17,14:15,8.8,214,248,6.38,1.17,38.79461989,9.31,5.62,0.7,1.8,25.5,43.28790582,413.6399889,14544.73636,91.38557895,312.6348754,15405.6847
TC16,11/20/17,Thames at Runnymede,20,11,17,12:45,8.8,207,250,6.63,1.13,38.04846038,9.07,4.61,0,1.4,20.1,43.28790582,303.0153407,7017.45051,52.90744045,413.6399889,7830.301186
TC16,11/27/17,Thames at Runnymede,27,11,17,14:15,8.1,213,231,6.38,0.72,38.3539,9.04,4.16,0.2,2.866666667,17.1,52.90744045,303.0153407,5848.677053,76.95627701,202.0102272,6483.566338
TC16,12/4/17,Thames at Runnymede,4,12,17,12:15,6.9,190,210,6.27,0.66,38.19408211,9.74,4.34,0,0,18.9,1289.01764,370.3520831,1317.876244,81.76604432,72.1465097,3131.158521
TC16,12/11/17,Thames at Runnymede,11,12,17,13:15,5.2,186,252,6.17,1.81,42.45576469,10.02,5.34,0,0.633333333,57.6,67.33674239,341.4934792,3501.510604,120.2441828,115.4344155,4146.019424
TC16,12/18/17,Thames at Runnymede,18,12,17,12:30,4.5,167,227,5.22,2.73,37.64200138,8.81,5.39,4.5,1.766666667,50.7,139.4832521,779.1823047,3285.071075,182.7711579,404.0204543,4790.528244
TC16,1/15/18,Thames at Runnymede,15,1,18,13:15,7.3,93,137,5.17,1.35,37.70623145,8.84,5.21,1.5,0.5,62.4,72.1465097,322.25441,1558.364609,101.0051136,206.8199945,2260.590637
TC16,1/22/18,Thames at Runnymede,22,1,18,13:00,5.9,134,242,5.02,4.12,34.09101991,8.75,5.64,1.8,0.6,143,105.8148809,428.0692909,2265.400405,269.3469695,288.5860388,3357.217585
TC16,1/29/18,Thames at Runnymede,29,1,18,13:00,8.2,112,205,5.07,1.86,36.16272058,9.01,7.06,0.9,0.3,100,187.5809252,519.4548698,1856.570183,153.912554,505.0255679,3222.5441
TC16,2/5/18,Thames at Runnymede,5,2,18,15:15,5.8,95,134,5.11,1.32,35.52872295,9.3,4.14,5.8,2.866666667,67.8,120.2441828,562.7427756,2164.395291,187.5809252,120.2441828,3155.207357
TC16,2/12/18,Thames at Runnymede,12,2,18,13:30,5.2,104,146,4.91,1.13,37.70266399,8.75,4.77,7.3,5.166666667,76.2,158.7223213,408.8302216,2395.264122,144.2930194,86.57581164,3193.685496
TC16,2/19/18,Thames at Runnymede,19,2,18,12:30,6.9,94,141,4.8,1.87,34.77942498,8.9,4.77,0,2.066666667,69.5,394.4009197,764.7530028,2380.83482,149.1027867,278.9665042,3968.058033
TC16,2/26/18,Thames at Runnymede,26,2,18,12:45,3.7,91,226,4.86,1.4,36.109921,8.84,4.04,5.2,7.1,52.2,485.7864986,1111.056249,2804.094344,105.8148809,153.912554,4660.664527
TC16,3/5/18,Thames at Runnymede,5,3,18,13:15,3.8,87,125,4.68,3.48,38.04466791,9.81,3.87,1.3,1.166666667,80,1082.197645,2991.675269,2659.801324,72.1465097,110.6246482,6916.445396
TC16,3/12/18,Thames at Runnymede,12,3,18,14:30,8.6,93,184,3.96,10.14,31.35631305,7.67,5.44,0,0.666666667,122,2121.107385,3419.74456,3424.554327,298.2055734,548.3134737,9811.925319
TC16,3/19/18,Thames at Runnymede,19,3,18,15:45,5.5,78,178,4.15,6.52,29.56486593,6.88,6.49,7.4,2.466666667,105,1457.359496,1957.575296,2592.464582,206.8199945,456.9278948,6671.147263
TC16,3/26/18,Thames at Runnymede,26,3,18,12:30,7.6,66,117,3.8,10,33.42992204,8.16,4,5.8,1.966666667,81.2,2996.485036,2929.148294,3530.369208,226.0590637,336.6837119,10018.74531
TC16,4/9/18,Thames at Runnymede,9,4,18,11:00,10.7,48,134,3.48,5.98,26.92779483,7.1,6.03,0,0.2,153,1231.300432,1385.212986,2597.274349,625.2697507,692.6064931,6531.664011
TC16,4/16/18,Thames at Runnymede,16,4,18,14:15,11.7,79,103,4.17,6.41,29.80157618,7.47,6.41,5.7,5.2,111,846.5190471,1192.822294,2943.577596,269.3469695,355.9227812,5608.188687
TC16,4/23/18,Thames at Runnymede,23,4,18,11:15,15.6,71,117,4.09,8.49,30.48068629,7.19,4.33,3.3,6.233333333,75.4,1750.755302,4107.541285,7878.398859,432.8790582,533.8841718,14703.45868
TC16,4/30/18,Thames at Runnymede,30,4,18,10:45,10.8,76,114,4.11,4.88,31.98993618,7.96,3.93,0.5,0.166666667,70.5,1053.339042,2977.245967,5425.417529,365.5423158,336.6837119,10158.22857
TC16,5/8/18,Thames at Runnymede,8,5,18,11:00,16.6,74,128,3.83,11.85,34.26554445,8.67,4.06,11.3,11.93333333,50.6,3140.778056,15112.2889,11009.55738,692.6064931,529.0744045,30484.30523
TC16,5/14/18,Thames at Runnymede,14,5,18,11:00,15.8,60,133,3.17,24.29,31.94500263,7.78,3.93,12.9,8.4,48.1,4064.25338,36717.76367,15968.42748,1418.881357,952.333928,59121.65981
TC16,5/21/18,Thames at Runnymede,21,5,18,11:00,17.4,47,108,3.17,33.89,33.86561816,7.82,2.9,8.8,11.1,38.1,3515.939906,94430.16166,25515.8156,4631.805923,1245.729734,129339.4528
TC16,5/29/18,Thames at Runnymede,29,5,18,10:45,18.4,105,148,4.37,8.71,32.75796943,8.28,3.22,0,3.4,40.2,928.2850915,7989.023507,21807.485,1380.403219,731.0846316,32836.28145
TC16,6/4/18,Thames at Runnymede,4,6,18,11:00,18.9,159,217,4.9,4.42,30.68229778,7.8,3.53,0.1,6.466666667,53.6,447.3083601,3905.531058,14530.30705,389.5911524,721.465097,19994.20272
TC16,6/11/18,Thames at Runnymede,11,6,18,11:00,19.2,149,202,6.02,3.6,33.01411369,7.94,4.2,12.8,8.133333333,32.4,235.6785983,2549.176676,14155.1452,418.4497562,707.035795,18065.48603
TC16,6/18/18,Thames at Runnymede,18,6,18,13:45,18.6,122,148,5.74,3.52,33.48238213,7.94,3.79,8.4,3.866666667,28.9,168.341856,4463.464067,62041.18857,2606.893884,812.8506759,70092.73906
TC16,6/25/18,Thames at Runnymede,25,6,18,13:30,20.4,132,145,4.95,5.79,35.87111457,8.78,3.8,15,12.23333333,23.6,129.8637175,5478.32497,93165.19286,5704.384033,1135.105086,105612.8707
TC16,7/2/18,Thames at Runnymede,2,7,18,11:15,22.1,105,148,4.55,4.89,34.68109062,8.49,3.59,14.7,12.83333333,18.3,62.52697507,2294.259008,114948.629,3155.207357,3833.384549,124294.0069
TC16,7/9/18,Thames at Runnymede,9,7,18,10:45,23.8,130,150,4.83,3.3,34.68138323,8.01,4.44,12.6,13.7,16.6,48.09767313,947.5241607,86267.98653,3376.456654,19647.89947,110287.9645
TC16,7/16/18,Thames at Runnymede,16,7,18,11:00,23.6,114,152,5.2,3.85,34.1138487,7.79,3.71,7.3,10.8,15.7,62.52697507,1673.799025,150329.2774,1702.657629,29079.85318,182848.1142
TC16,7/23/18,Thames at Runnymede,23,7,18,10:30,23.2,139,175,5.59,4.4,35.52492213,8.35,4.2,13.5,8.4,15.4,163.5320886,2698.279463,39069.73989,2270.210172,19888.38784,64090.14945
TC16,7/30/18,Thames at Runnymede,30,7,18,16:00,20.8,152,193,5.73,4.35,34.47106609,8.33,4.52,3.4,3.533333333,16.2,187.5809252,2712.708765,91914.65336,851.3288144,16670.65351,112336.9254
TC16,8/6/18,Thames at Runnymede,6,8,18,15:00,24.4,168,211,5.93,4.96,34.05600165,8.21,4.02,12.5,11.66666667,14.6,125.0539501,3520.749673,229868.3994,2962.816665,35529.75114,272006.7709
TC16,8/13/18,Thames at Runnymede,13,8,18,11:30,19.9,186,211,6.17,5,34.23769346,8.03,5.11,5.1,3.233333333,16.1,76.95627701,2573.225513,76821.60353,1178.392992,14111.8573,94762.0356
TC16,8/20/18,Thames at Runnymede,20,8,18,11:30,19.8,204,226,6.23,4.66,34.88748975,8.33,3.37,3,3.333333333,15.3,33.66837119,2284.639474,107123.1376,1260.159036,8046.740715,118748.3452
TC16,8/28/18,Thames at Runnymede,28,8,18,11:45,17.6,199,224,6.61,3.56,34.91975552,8.24,5.25,2.4,2,19,72.1465097,2265.400405,66235.30567,1058.148809,5940.062632,75571.06403
TC16,9/3/18,Thames at Runnymede,3,9,18,11:30,18,204,230,6.04,3.34,36.68156432,8.21,4.19,4.9,6.933333333,13.2,57.71720776,3289.880842,66889.43402,1447.739961,5637.047291,77321.81933
TC16,9/10/18,Thames at Runnymede,10,9,18,11:30,17.7,178,210,5.89,3.98,36.438802,8.8,5.02,6.9,4.966666667,12.5,43.28790582,1274.588338,64407.59409,1000.431601,4121.970587,70847.87252
TC16,9/17/18,Thames at Runnymede,17,9,18,11:30,17.2,169,216,5.78,3.77,37.79281823,9.45,5.6,6,5.733333333,6,72.1465097,1087.007413,51185.54375,1207.251596,2125.917152,55677.86642
TC16,10/1/18,Thames at Runnymede,1,10,18,11:30,13.7,15,170,2.66,247.86,33.45559568,7.75,5.26,7.6,5.9,7.6,14.42930194,423.2595236,5747.671939,235.6785983,182.7711579,6603.810521
TC16,10/8/18,Thames at Runnymede,8,10,18,11:30,13.1,160,214,6.44,19.62,39.77106513,9.19,4.46,2.2,2.266666667,2.2,2496.269236,3506.320371,41392.8575,596.4111468,1087.007413,49078.86566
TC16,10/15/18,Thames at Runnymede,15,10,18,11:45,14.4,171,259,5.91,5.37,36.35798887,8.36,4.68,0,1.8,0,250.1079003,1183.202759,28815.31597,442.4985928,360.7325485,31051.85777
TC16,10/22/18,Thames at Runnymede,22,10,18,11:30,13.4,176,200,6.12,2.46,32.60853876,7.71,6,7,6.8,7,125.0539501,615.6502161,13698.21731,346.3032466,447.3083601,15232.53308
TC16,10/29/18,Thames at Runnymede,29,10,18,11:30,10.1,172,204,,2.36,39.34089161,9.11,5.19,7.1,4.766666667,7.1,43.28790582,562.7427756,13712.64661,375.1618504,957.1436953,15650.98284
TC16,11/5/18,Thames at Runnymede,5,11,18,12:00,9.3,164,191,6.77,1.81,40.3064883,9.41,4.64,3.4,2.933333333,14.41,46.2769465,566.8925947,8798.404454,543.7541214,937.1081667,10892.43628
TC16,11/12/18,Thames at Runnymede,12,11,18,12:00,10.3,166,207,6.44,2.22,37.24511635,8.52,4.67,5.8,4.5,33.59,156.1846945,566.8925947,4118.648239,179.3231677,763.5696173,5784.618313
TC16,11/19/18,Thames at Runnymede,19,11,18,11:10,9.5,171,209,6.7,1.78,36.8797808,8.95,5.58,2,4.6,16.79,167.7539311,306.5847706,2441.108928,144.6154578,347.0770988,3407.140186
TC16,11/26/18,Thames at Runnymede,26,11,18,11:25,7.9,169,181,7.02,1.13,41.12718264,9.53,4.39,0.4,0.133333333,16.72,,,,,,
TC16,12/3/18,Thames at Runnymede,3,12,18,11:25,9.8,188,227,6.86,1.86,38.88977513,8.97,4.75,1.9,1.166666667,37.23,121.4769846,237.1693508,1532.923853,52.06156482,208.2462593,2151.878012
TC16,12/10/18,Thames at Runnymede,10,12,18,11:20,8.4,185,267,6.47,4.79,37.66831369,10.04,6.05,0.1,2.033333333,46,190.8924043,578.4618313,2759.262935,242.9539691,1029.66206,4801.2332
TC16,1/7/19,Thames at Runnymede,7,1,19,11:30,7.9,144,161,6.37,0.65,41.33438863,12.44,4.94,0,0,37.21,30.08701737,802.3204633,4813.92278,80.23204633,712.0594112,6438.621718
TC16,1/14/19,Thames at Runnymede,14,1,19,11:30,7,145,152,5.87,1.33,40.95879075,9.94,4.4,2.2,0.8,32.3,,,,,,
TC16,1/21/19,Thames at Runnymede,21,1,19,11:40,5.5,143,206,5.9,0.68,42.3588041,9.88,4.13,0,1.666666667,31.09,150.4350869,802.3204633,7541.812355,210.6091216,511.4792954,9216.656322
TC16,1/28/19,Thames at Runnymede,28,1,19,11:45,5.2,157,196,5.64,0.85,39.562647,10.34,4.3,7,3.433333333,38.63,280.8121622,1504.350869,8604.886969,260.7541506,531.5373069,11182.34146
TC16,2/4/19,Thames at Runnymede,4,2,19,11:25,4.2,148,195,5.34,2.27,40.67717133,11.22,4.28,1,4,54.6,992.8715734,1694.901979,5816.823359,210.6091216,772.2334459,9487.439479
TC16,2/11/19,Thames at Runnymede,11,2,19,12:50,6.7,118,280,4.9,8.08,42.56584684,10.3,7.8,2.2,2.4,105.7,1203.480695,1755.076014,6659.259846,1002.900579,6649.23084,17269.94797
TC16,2/18/19,Thames at Runnymede,18,2,19,12:05,7.7,100,135,5.16,3.24,44.01370114,11.08,10.96,0,1.833333333,57.01,1133.277654,1945.627124,5576.12722,140.4060811,1113.219643,9908.657722
TC16,2/25/19,Thames at Runnymede,25,2,19,11:15,8.9,107,131,4.97,4.51,41.01394656,9.28,4.64,7.7,7.333333333,38.99,1293.741747,3429.919981,8975.960183,371.0732143,491.4212838,14562.11641
TC16,3/4/19,Thames at Runnymede,4,3,19,11:20,9.3,109,176,4.59,3.93,40.34082295,9.23,3.37,3.5,2.033333333,47.4,1153.335666,2737.918581,11413.00859,250.7251448,702.0304054,16257.01839
TC16,3/11/19,Thames at Runnymede,11,3,19,11:30,8.3,104,162,3.92,6.04,34.11065672,7.96,4.74,8,6.466666667,66.23,1765.105019,2196.352268,8304.016795,340.9861969,1243.596718,13850.057
