Sample ID,Date,Site name,Day,Month,Year,Time,Time rounded,Notes,Temperature (oC),pH,Gran alkalinity μeq/L,Suspended solids mg/L,Soluble reactive phosphorus (μg/L),Total dissolved phosphorus (μg/L),Total phosphorus (μg/L),Total reactive phosphorus (μg/l),Dissolved ammonium (NH4) (mg/l),Dissolved silicon (mg Si/L) ,Chlorophyll-a (μg/L),Dissolved fluoride (mg F/L),Dissolved chloride (mg Cl/L),Dissolved nitrite (mg NO2/L),Dissolved nitrate (NO3),Dissolved Nitrate-N (mg N/L),Dissolved sulphate (mg SO4/L),Total dissolved nitrogen (mg N/L),N check,Dissolved organic carbon (mg/L),Field pH,Conductivity,Eh,DO Temp,% DO,DO     mg/l,,Dissolved Al (ppm),Dissolved B (ppb),Dissolved Ca (ppm),Dissolved Fe (ug/l)),Dissolved K (mg/l),Dissolved Mg (mg/l),Dissolved Na (mg/l),Dissolved P (ppm),Dissolved S (ppm),Dissolved Si (ppm),Dissolved Mn (ug/l),Dissolved Zn (ug/l),Dissolved Cu (ug/l),,Total Na (mg/l),Total Ca (mg/l),Total Mg (mg/l),Total B (ug/l),Total Fe (ug/l),Total Mn (ug/l),Total Zn (ug/l),Total Cu (ug/l),Total Al (ug/l),,Mean daily flow (m3/s),,,FC analysis Date,Green_diatoms,Green_meso,Green meso 2,Green_pico,Crypto 1,Crypto 2,Crypto 3,Cyano1,Cyano2,Cyano3,Cyano4,,Diatoms,Chlorophytes,Crypto,Cyanobacteria,Total phytoplankton,% cyanobacteria
TC1,16/02/09,Thame at Wheatley,16,2,9,9:40,9:45,,,7.86,4558,10.9,170,188,220,,0.096,5.60,2.97,0.30,33.00,0.20,26.50,5.98,65.00,7.00,6.06,6.70,,,,,,,,,72,128.3,,5.4,5.9,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC1,03/03/09,Thame at Wheatley,3,3,9,9:25,9:30,,7.2,8.01,4915,7.7,351,375,438,,0.200,5.80,6.93,0.20,41.00,<0.1,34.00,7.68,77.00,8.30,7.83,5.10,,,,,,,,,81,140.0,,6.5,6.0,26.7,,,,,,,,,,,,,,,,,,3.58,,,,,,,,,,,,,,,,,,,,,
TC1,09/03/09,Thame at Wheatley,9,3,9,9:40,9:45,,6.8,7.94,5637,7.5,280,292,341,,0.232,5.30,9.56,0.20,42.50,<0.1,30.50,6.89,81.50,7.90,7.07,9.90,,,,,,,,,88,139.1,,6.5,6.4,29.7,,,,,,,,,,,,,,,,,,4.00,,,,,,,,,,,,,,,,,,,,,
TC1,16/03/09,Thame at Wheatley,16,3,9,10:00,10:00,,9.3,8.05,5393,5.3,322,364,415,,0.176,4.40,8.88,0.20,43.50,0.10,30.50,6.89,80.50,7.90,7.02,6.00,,,,,,,,,89,142.9,,7.1,6.3,29.4,,,,,,,,,,,,,,,,,,2.30,,,,,,,,,,,,,,,,,,,,,
TC1,24/03/09,Thame at Wheatley,24,3,9,9:45,9:45,,7.8,8.14,5351,6,312,336,381,,0.364,2.80,29.21,0.20,46.00,<0.1,36.50,8.24,76.00,8.60,8.52,5.40,,,,,,,,,83,141.3,,8.0,6.1,34.5,,,,,,,,,,,,,,,,,,1.96,,,,,,,,,,,,,,,,,,,,,
TC1,01/04/09,Thame at Wheatley,1,4,9,9:46,9:45,,8.9,8.2,5129,4.4,408,442,480,,0.384,2.30,17.63,0.20,48.50,0.20,34.50,7.79,70.00,7.90,8.09,5.40,,,,,,,,,79,145.8,,9.0,6.3,36.9,,,,,,,,,,,,,,,,,,1.48,,,,,,,,,,,,,,,,,,,,,
TC1,06/04/09,Thame at Wheatley,6,4,9,9:48,9:45,,11.3,8.2,5067,5.4,465,516,568,,0.292,2.30,21.03,0.20,47.50,0.30,35.50,8.02,68.00,8.20,8.24,5.00,,,,,,,,,91,142.7,,8.9,6.1,34.2,,,,,,,,,,,,,,,,,,2.08,,,,,,,,,,,,,,,,,,,,,
TC1,14/04/09,Thame at Wheatley,14,4,9,9:10,9:15,,11.9,8.11,5076,8.8,459,508,568,,0.308,4.60,33.57,0.20,50.00,<0.1,34.00,7.68,69.50,7.70,7.91,5.40,,,,,,,,,94,146.9,,9.5,6.3,39.3,,,,,,,,,,,,,,,,,,1.51,,,,,,,,,,,,,,,,,,,,,
TC1,20/04/09,Thame at Wheatley,20,4,9,10:00,10:00,,11.9,8,4513,9.1,626,690,747,,0.392,4.90,20.57,0.20,49.00,<0.1,34.50,7.79,71.50,8.20,8.09,6.40,,,,,,,,,96,125.2,,8.5,6.1,34.4,,,,,,,,,,,,,,,,,,1.38,,,,,,,,,,,,,,,,,,,,,
TC1,27/04/09,Thame at Wheatley,27,4,9,9:40,9:45,,12.2,7.98,4088,12.0,526,640,1424,,0.208,3.70,47.80,0.20,52.00,0.80,37.50,8.47,73.00,8.60,8.63,4.60,,,,,,,,,104,136.1,,10.0,6.0,40.2,,,,,,,,,,,,,,,,,,1.46,,,,,,,,,,,,,,,,,,,,,
TC1,05/05/09,Thame at Wheatley,5,5,9,9:25,9:30,,12.5,7.9,4400,6.8,582,642,691,,0.430,4.60,16.67,0.20,52.00,0.10,34.50,7.79,75.50,8.90,8.12,5.80,,,,,,,,,107,137.4,,10.1,6.2,41.7,,,,,,,,,,,,,,,,,,1.50,,,,,,,,,,,,,,,,,,,,,
TC1,11/05/09,Thame at Wheatley,11,5,9,9:44,9:45,,14.3,7.93,4659,12.3,604,703,762,,0.256,4.70,65.94,0.20,54.00,0.80,42.00,9.48,72.50,10.50,9.68,4.60,,,,,,,,,105,140.6,,11.3,6.0,47.2,,,,,,,,,,,,,,,,,,0.92,,,,,,,,,,,,,,,,,,,,,
TC1,18/05/09,Thame at Wheatley,18,5,9,9:20,9:15,,13.4,7.76,3643,9.75,570,642,724,,0.304,5.90,13.72,0.20,48.00,0.20,35.00,7.90,67.50,9.10,8.14,6.60,,,,,,,,,94,111.4,,9.0,5.2,33.8,,,,,,,,,,,,,,,,,,1.23,,,,,,,,,,,,,,,,,,,,,
TC1,26/05/09,Thame at Wheatley,26,5,9,10:07,10:00,,16.6,7.71,4084,20.7,800,892,998,,0.088,5.80,69.03,0.20,58.00,0.80,30.50,6.89,62.00,7.50,6.95,6.80,,,,,,,,,93,110.2,,8.8,4.8,41.3,,,,,,,,,,,,,,,,,,1.43,,,,,,,,,,,,,,,,,,,,,
TC1,01/06/09,Thame at Wheatley,1,6,9,10:14,10:15,,19.3,7.81,4027,26.0,930,1056,1240,,0.100,6.50,141.94,0.20,57.00,0.20,35.00,7.90,62.50,9.00,7.98,6.60,,,,,,,,,69,115.4,,10.3,4.9,43.8,,,,,,,,,,,,,,,,,,0.79,,,,,,,,,,,,,,,,,,,,,
TC1,08/06/09,Thame at Wheatley,8,6,9,10:17,10:15,,14.1,7.79,3787,30.7,576,668,768,,0.008,7.50,16.93,0.20,50.00,0.10,43.00,9.71,70.00,9.80,9.71,8.60,,,,,,,,,94,105.5,,10.4,5.1,38.4,,,,,,,,,,,,,,,,,,3.18,,,,,,,,,,,,,,,,,,,,,
TC1,15/06/09,Thame at Wheatley,15,6,9,9:48,9:45,,18.5,7.65,3807,22.7,634,670,774,,0.146,7.00,68.53,0.20,47.00,0.10,48.00,10.84,60.00,11.40,10.95,8.40,,,,,,,,,110,124.5,,9.3,5.7,34.8,,,,,,,,,,,,,,,,,,1.27,,,,,,,,,,,,,,,,,,,,,
TC1,22/06/09,Thame at Wheatley,22,6,9,9:29,9:30,  ↑    suspended solids in water column,17.00,7.89,4570,24.7,858,914,1126,,0.174,7.10,95.73,0.20,54.00,0.10,35.00,7.90,68.00,8.30,8.04,6.40,,,,,,,,,105,117.7,,9.7,5.2,40.0,,,,,,,,,,,,,,,,,,0.67,,,,,,,,,,,,,,,,,,,,,
TC1,29/06/09,Thame at Wheatley,29,6,9,10:01,10:00,,22.00,7.96,3587,34.2,765,828,902,,0.004,7.60,103.88,0.20,60.00,<0.1,35.50,8.02,67.50,8.30,8.02,5.30,,,,,,,,,101,112.8,,10.8,4.8,44.3,,,,,,,,,,,,,,,,,,1.22,,,,,,,,,,,,,,,,,,,,,
TC1,06/07/09,Thame at Wheatley,6,7,9,10:01,10:00,,20.40,7.77,4034,20.6,894,924,1030,,0.234,7.90,47.39,0.20,60.00,0.11,36.50,8.24,66.00,8.50,8.42,5.70,,,,,,,,,105,115.9,,11.3,4.9,48.5,,,,,,,,,,,,,,,,,,0.73,,,,,,,,,,,,,,,,,,,,,
TC1,13/07/09,Thame at Wheatley,13,7,9,9:46,9:45,,19.00,7.73,4004,26.01,885,928,1004,,0.156,7.40,74.67,0.20,58.00,<0.1,31.00,7.00,54.50,7.60,7.12,7.10,,,,,,,,,98,104.3,,10.2,4.3,45.1,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,
TC1,20/07/09,Thame at Wheatley,20,7,9,9:50,9:45,,17.70,7.53,3884,30.77,672,682,810,,0.114,6.70,17.51,0.20,44.50,0.11,25.00,5.65,53.50,6.30,5.73,7.10,,,,,,,,,93,86.8,,8.9,3.9,32.8,,,,,,,,,,,,,,,,,,1.61,,,,,,,,,,,,,,,,,,,,,
TC1,27/07/09,Thame at Wheatley,27,7,9,10:11,10:15,,17.7,7.82,4268,22.8,788,846,956,,0.080,7.30,32.83,0.30,52.00,<0.1,32.50,7.34,69.00,7.80,7.40,6.10,,,,,,,,,104,104.9,,9.5,4.7,38.1,,,,,,,,,,,,,,,,,,1.10,,,,,,,,,,,,,,,,,,,,,
TC1,04/08/09,Thame at Wheatley,4,8,9,10:11,10:15,,18.1,7.75,4300,21.0,708,749,862,,0.120,7.50,25.38,0.20,54.00,<0.1,36.00,8.13,64.50,8.50,8.22,5.50,,,,,,,,,103,103.9,,10.3,4.7,40.2,,,,,,,,,,,,,,,,,,0.93,,,,,,,,,,,,,,,,,,,,,
TC1,10/08/09,Thame at Wheatley,10,8,9,10:14,10:15,,19.2,7.64,3867,23.9,860,940,1008,,0.044,6.90,15.54,0.20,47.00,<0.1,33.50,7.56,59.50,8.10,7.60,6.60,,,,,,,,,112,103.6,,9.6,4.9,36.3,,,,,,,,,,,,,,,,,,1.06,,,,,,,,,,,,,,,,,,,,,
TC1,17/08/09,Thame at Wheatley,17,8,9,9:57,10:00,,19.4,7.85,4640,17.1,828,896,976,,0.004,8.50,19.88,0.20,59.00,<0.1,39.00,8.81,69.00,9.10,8.81,5.80,,,,,,,,,114,115.1,,10.7,4.9,44.5,,,,,,,,,,,,,,,,,,0.69,,,,,,,,,,,,,,,,,,,,,
TC1,24/08/09,Thame at Wheatley,24,8,9,10:27,10:30,,18.7,7.77,4804,15.57,922,912,962,,0.084,8.30,23.59,0.20,63.00,0.10,36.50,8.24,66.50,9.00,8.30,5.90,,,,,,,,,107,113.1,,11.7,4.7,47.8,,,,,,,,,,,,,,,,,,0.67,,,,,,,,,,,,,,,,,,,,,
TC1,02/09/09,Thame at Wheatley,2,9,9,9:09,9:15,,16.8,7.73,3664,19.56,610,664,760,,0.156,7.20,21.63,0.20,58.00,<0.1,34.50,7.79,60.00,8.00,7.91,5.60,,,,,,,,,101,100.3,,10.8,4.3,45.6,,,,,,,,,,,,,,,,,,0.94,,,,,,,,,,,,,,,,,,,,,
TC1,07/09/09,Thame at Wheatley,7,9,9,10:10,10:15,,16,7.83,3933,13.49,806,866,918,,0.054,7.20,15.20,0.10,54.00,0.30,35.00,7.90,58.00,8.70,7.94,5.70,,,,,,,,,107,104.9,,11.7,4.5,44.4,,,,,,,,,,,,,,,,,,0.77,,,,,,,,,,,,,,,,,,,,,
TC1,15/09/09,Thame at Wheatley,15,9,9,9:45,9:45,,,7.99,4452,10.98,972,1020,1074,,0.178,7.80,12.05,0.10,68.00,0.10,42.00,9.48,66.50,10.20,9.62,5.70,,,,,,,,,114,118.5,,13.1,5.0,56.2,,,,,,,,,,,,,,,,,,0.59,,,,,,,,,,,,,,,,,,,,,
TC1,22/09/09,Thame at Wheatley,22,9,9,14:10,14:15,,,7.86,4573,12.94,916,960,992,,0.140,7.60,15.29,0.20,70.00,<0.1,50.00,11.29,65.00,12.20,11.40,5.80,,,,,,,,,94,99.2,,11.8,4.1,45.7,,,,,,,,,,,,,,,,,,0.63,,,,,,,,,,,,,,,,,,,,,
TC1,29/09/09,Thame at Wheatley,29,9,9,13:40,13:45,,,7.77,4820,12.84,935,1156,1036,,0.270,4.90,11.06,0.20,72.00,0.10,45.50,10.27,63.00,10.80,10.48,5.20,,,,,,,,,109,114.0,,13.7,4.7,58.3,,,,,,,,,,,,,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,
TC1,05/10/09,Thame at Wheatley,5,10,9,11:45,11:45,,,7.96,4387,13.74,764,828,890,,0.288,7.10,10.67,0.20,70.00,0.10,52.00,11.74,67.00,12.50,11.96,5.90,,,,,,,,,105,110.2,,13.4,4.4,54.0,,,,,,,,,,,,,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,
TC1,13/10/09,Thame at Wheatley,13,10,9,9:15,9:15,,,7.76,4090,11.34,720,1008,1072,,0.300,7.00,8.07,0.09,60.14,0.09,42.24,9.54,56.45,10.20,9.77,5.80,,,,,,,,,93,101.4,,12.7,4.0,46.7,,,,,,,,,,,,,,,,,,0.81,,,,,,,,,,,,,,,,,,,,,
TC1,20/10/09,Thame at Wheatley,20,10,9,9:35,9:30,,11.5,7.85,4701,8.43,932,1012,1102,,0.304,7.90,5.39,0.10,68.86,0.11,56.72,12.81,64.78,13.60,13.04,5.40,,,,,,,,,114,131.1,,16.8,5.7,60.2,,,,,,,,,,,,,,,,,,0.63,,,,,,,,,,,,,,,,,,,,,
TC1,27/10/09,Thame at Wheatley,27,10,9,15:25,15:30,,15,7.8,4776,8.85,744,828,886,,0.282,7.70,6.80,0.10,70.68,0.06,46.79,10.56,65.26,11.30,10.78,5.90,,,,,,,,,117,117.9,,16.8,5.3,59.5,,,,,,,,,,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,
TC1,03/11/09,Thame at Wheatley,3,11,9,14:30,14:30,,13.7,7.73,3905,14.89,792,840,946,,0.344,7.13,7.96,0.18,62.49,0.13,43.28,9.77,63.96,10.40,10.04,6.00,,,,,,,,,108,107.1,,14.1,5.1,50.4,,,,,,,,,,,,,,,,,,1.33,,,,,,,,,,,,,,,,,,,,,
TC1,10/11/09,Thame at Wheatley,10,11,9,15:00,15:00,,10.4,7.79,4341,8.84,850,954,960,,0.462,7.25,2.77,0.16,57.24,0.11,44.43,10.03,73.65,10.90,10.39,5.60,,,,,,,,,97,113.4,,12.6,5.6,44.2,,,,,,,,,,,,,,,,,,0.96,,,,,,,,,,,,,,,,,,,,,
TC1,17/11/09,Thame at Wheatley,17,11,9,14:25,14:30,New camlab thermometer,9.8,7.87,3818,16.63,444,494,554,,0.136,6.56,0.92,0.21,44.09,0.20,65.48,14.79,86.82,15.74,14.89,9.40,,,,,,,,,98,126.1,,8.9,6.7,30.4,,,,,,,,,,,,,,,,,,2.74,,,,,,,,,,,,,,,,,,,,,
TC1,24/11/09,Thame at Wheatley,24,11,9,9:20,9:15,,9.7,7.68,3671,47,463,524,722,,0.112,6.58,4.66,0.24,45.73,0.90,50.51,11.41,78.06,11.98,11.49,9.40,,,,,,,,,88,111.8,,8.7,6.4,29.2,,,,,,,,,,,,,,,,,,5.69,,,,,,,,,,,,,,,,,,,,,
TC1,01/12/09,Thame at Wheatley,1,12,9,14:30,14:30,,5.6,7.68,3395,36.61,394,443,566,,0.143,6.20,5.00,0.30,33.01,0.17,53.27,12.03,73.00,11.82,12.14,12.40,,,,,,,,,82,108.7,,7.4,6.3,21.0,,,,,,,,,,,,,,,,,,9.46,,,,,,,,,,,,,,,,,,,,,
TC1,08/12/09,Thame at Wheatley,8,12,9,15:00,15:00,,7.3,7.58,3173,38.04,313,359,464,,0.101,6.29,2.17,0.43,29.31,0.12,36.88,8.33,62.11,8.79,8.40,12.34,,,,,,,,,76,100.5,,6.2,5.7,18.5,,,,,,,,,,,,,,,,,,12.54,,,,,,,,,,,,,,,,,,,,,
TC1,16/12/09,Thame at Wheatley,16,12,9,14:25,14:30,,5.8,7.74,4380,10.26,389,426,478,,0.141,6.44,1.15,0.38,45.76,0.18,35.56,8.03,89.15,8.39,8.14,8.33,,,,,,,,,88,137.3,,6.7,6.8,29.8,,,,,,,,,,,,,,,,,,6.33,,,,,,,,,,,,,,,,,,,,,
TC1,05/01/10,Thame at Wheatley,5,1,10,14:00,14:00,No analysis until 11/01/10 (Snow),1.7,7.76,4884,9.43,298,336,344,,0.158,6.29,0.66,0.30,41.06,0.11,34.67,7.83,77.35,8.85,7.95,9.00,,,,,,,,,76,132.7,,6.1,6.4,26.3,,,,,,,,,,,,,,,,,,7.02,,,,,,,,,,,,,,,,,,,,,
TC1,12/01/10,Thame at Wheatley,12,1,10,14:40,14:45,,2.2,7.89,5336,9.18,467,494,552,,0.500,6.71,0.91,0.24,62.42,0.19,35.10,7.93,84.33,8.82,8.31,6.07,,,,,,,,,76,140.0,,6.8,6.3,38.7,,,,,,,,,,,,,,,,,,4.06,,,,,,,,,,,,,,,,,,,,,
TC1,19/01/10,Thame at Wheatley,19,1,10,14:25,14:30,,5.6,7.64,3309,14.96,236,264,317,,0.076,5.35,1.12,0.34,31.07,0.07,31.30,7.07,54.00,7.88,7.12,10.40,,,,,,,,,61,91.9,,5.2,4.7,18.5,,,,,,,,,,,,,,,,,,17.97,,,,,,,,,,,,,,,,,,,,,
TC1,26/01/10,Thame at Wheatley,26,1,10,14:30,14:30,Higher flow levels than normal,4.1,7.79,3913,13.37,222,259,302,,0.100,5.65,0.94,0.34,33.70,0.02,30.32,6.85,66.22,7.45,6.92,8.96,,,,,,,,,68,110.7,,5.4,5.7,20.9,,,,,,,,,,,,,,,,,,14.16,,,,,,,,,,,,,,,,,,,,,
TC1,02/02/10,Thame at Wheatley,1,2,10,14:25,14:30,,4.1,7.85,4688,9.41,270,297,346,,0.186,6.03,2.17,0.30,43.10,0.07,30.48,6.88,76.21,7.72,7.02,7.03,,,,,,,,,73,125.3,,6.0,6.1,27.0,,,,,,,,,,,,,,,,,,7.35,,,,,,,,,,,,,,,,,,,,,
TC1,09/02/10,Thame at Wheatley,9,2,10,14:15,14:15,,4.7,7.91,4906,10.27,285,296,345,,0.175,5.71,2.44,0.29,39.08,0.00,31.56,7.13,78.67,7.80,7.26,8.33,,,,,,,,,73,128.7,,6.0,6.2,25.2,,,,,,,,,,,,,,,,,,6.24,,,,,,,,,,,,,,,,,,,,,
TC1,16/02/10,Thame at Wheatley,16,2,10,14:25,14:30,,4.8,7.95,5084,7.13,352,390,431,,0.184,5.83,1.38,0.25,48.27,0.10,32.20,7.27,83.51,7.70,7.41,5.26,,,,,,,,,68,135.5,,6.2,6.0,30.7,,,,,,,,,,,,,,,,,,5.68,,,,,,,,,,,,,,,,,,,,,
TC1,23/02/10,Thame at Wheatley,23,2,10,14:25,14:30,,4.1,7.86,3853,33.2,230,262,347,,0.145,4.71,3.86,0.28,36.61,0.02,25.19,5.69,60.95,6.18,5.80,9.33,,,,,,,,,65,105.5,,5.2,5.6,24.6,,,,,,,,,,,,,,,,,,11.59,,,,,,,,,,,,,,,,,,,,,
TC1,02/03/10,Thame at Wheatley,2,3,10,13:45,13:45,,7.4,7.73,3393,35.99,166,226,322,,0.021,4.42,3.05,0.28,20.25,0.03,17.29,3.90,40.07,4.64,3.92,9.98,,,,,,,,,59,81.5,,5.1,4.3,14.2,,,,,,,,,,,,,,,,,,25.97,,,,,,,,,,,,,,,,,,,,,
TC1,09/03/10,Thame at Wheatley,9,3,10,13:45,13:45,,5.2,7.96,4725,5.81,305,312,357,,0.188,5.74,1.60,0.27,38.35,0.00,32.79,7.40,72.47,7.46,7.55,6.27,,,,,,,,,71,125.9,,5.7,5.5,23.4,,,,,,,,,,,,,,,,,,5.17,,,,,,,,,,,,,,,,,,,,,
TC1,16/03/10,Thame at Wheatley,16,3,10,9:10,9:15,,9.2,7.98,5080,5.68,389,425,468,,0.224,4.79,2.95,0.26,42.14,0.00,33.99,7.68,74.70,7.98,7.85,5.32,,,,,,,,,69,136.6,,5.9,5.3,24.7,,,,,,,,,,,,,,,,,,3.43,,,,,,,,,,,,,,,,,,,,,
TC1,23/03/10,Thame at Wheatley,23,3,10,9:15,9:15,,8.8,7.98,4777,5.79,387,427,457,,0.178,4.26,12.03,0.24,44.51,0.00,27.88,6.29,79.27,6.60,6.43,6.26,,,,,,,,,81,135.8,,7.5,6.1,32.2,,,,,,,,,,,,,,,,,,3.71,,,,,,,,,,,,,,,,,,,,,
TC1,06/04/10,Thame at Wheatley,6,4,10,10:00,10:00,,9,7.96,5337,7.89,327,345,392,,0.098,4.44,5.19,0.26,36.35,0.02,26.92,6.08,77.53,6.80,6.15,7.42,,,,,,,,,75,119.8,,5.2,5.9,21.6,,,,,,,,,,,,,,,,,,4.22,,,,,,,,,,,,,,,,,,,,,
TC1,13/04/10,Thame at Wheatley,13,4,10,10:00,10:00,,11,8.31,4783,4.63,524,547,581,,0.157,2.79,6.29,0.19,44.66,0.04,33.39,7.54,75.98,8.02,7.66,5.32,,,,,,,,,79,132.3,,7.4,5.8,29.8,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,,,,,
TC1,21/04/10,Thame at Wheatley,21,4,10,9:55,10:00,,11.9,8.4,5200,5.68,482,541,576,,0.266,2.01,32.53,0.17,46.83,0.44,32.57,7.35,72.83,8.07,7.56,7.08,,,,,,,,,78,124.5,,8.1,5.3,31.3,,,,,,,,,,,,,,,,,,1.49,,,,,,,,,,,,,,,,,,,,,
TC1,27/04/10,Thame at Wheatley,27,4,10,10:20,10:15,,15.2,8.23,4906,7.98,678,728,784,,0.214,2.67,43.14,0.18,48.77,0.11,31.94,7.21,69.60,8.20,7.38,5.21,,,,,,,,,80,122.0,,8.3,5.3,31.6,,,,,,,,,,,,,,,,,,1.51,,,,,,,,,,,,,,,,,,,,,
TC1,04/05/10,Thame at Wheatley,4,5,10,10:00,10:00,,9.8,7.85,4094,7.77,658,712,780,,0.188,4.82,14.12,0.16,41.57,0.16,31.11,7.02,62.81,7.74,7.17,,,,,,,,,,78,101.9,,7.5,4.8,27.8,,,,,,,,,,,,,,,,,,2.62,,,,,,,,,,,,,,,,,,,,,
TC1,11/05/10,Thame at Wheatley,11,5,10,9:50,9:45,,11.2,8.12,4901,5.63,834,866,936,,0.294,5.02,4.72,0.17,48.80,0.19,40.90,9.23,72.47,9.63,9.46,,,,,,,,,,82,124.9,,7.7,5.3,31.7,,,,,,,,,,,,,,,,,,1.32,,,,,,,,,,,,,,,,,,,,,
TC1,18/05/10,Thame at Wheatley,18,5,10,9:30,9:30,,12.7,7.9,4655,6.94,882,904,966,,0.184,4.49,4.44,0.17,51.90,0.10,39.04,8.82,65.76,8.82,8.96,,,,,,,,,,75,116.4,,8.7,4.7,33.9,,,,,,,,,,,,,,,,,,1.27,,,,,,,,,,,,,,,,,,,,,
TC1,26/05/10,Thame at Wheatley,26,5,10,10:15,10:15,,18.0,7.86,4920,20.97,995,1076,1150,,0.280,6.20,25.54,0.16,54.56,0.26,33.85,7.64,66.13,7.98,7.86,,,,,,,,,,83,116.3,,8.9,4.8,35.1,,,,,,,,,,,,,,,,,,1.04,,,,,,,,,,,,,,,,,,,,,
TC1,02/06/10,Thame at Wheatley,2,6,10,9:45,9:45,,15.6,7.83,4433,10.72,804,836,906,,0.298,7.08,22.09,0.18,56.47,0.15,36.74,8.30,72.28,8.64,8.53,,,,,,,,,,82,100.0,,7.9,4.9,32.4,,,,,,,,,,,,,,,,,,1.03,,,,,,,,,,,,,,,,,,,,,
TC1,08/06/10,Thame at Wheatley,8,6,10,9:45,9:45,,17.2,7.93,4568,22.38,754,788,948,,0.390,6.72,57.62,0.18,61.47,0.14,40.12,9.06,74.90,9.56,9.36,,,,,,,,,,84,112.0,,9.7,4.8,39.9,,,,,,,,,,,,,,,,,,1.10,,,,,,,,,,,,,,,,,,,,,
TC1,15/06/10,Thame at Wheatley,15,6,10,9:30,9:30,,17,7.79,4375,16.23,760,782,878,,0.316,7.81,24.93,0.16,56.08,0.17,36.11,8.15,70.29,8.85,8.40,,,,,,,,,,78,103.8,,9.0,4.4,36.5,,,,,,,,,,,,,,,,,,0.96,,,,,,,,,,,,,,,,,,,,,
TC1,22/06/10,Thame at Wheatley,22,6,10,9:50,9:45,,18.8,7.92,4586,16.57,690,700,784,,0.231,7.31,39.90,0.14,61.14,0.14,41.45,9.36,75.16,10.30,9.54,,,,,,,,,,88,115.0,,9.2,4.8,40.7,,,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,
TC1,29/06/10,Thame at Wheatley,29,6,10,9:45,9:45,,20.4,7.83,4345,14.03,730,830,908,,0.380,7.87,34.75,0.14,66.60,0.29,42.47,9.59,83.30,10.34,9.88,,,,,,,,,,95,125.4,,13.6,5.4,52.9,,,,,,,,,,,,,,,,,,0.60,,,,,,,,,,,,,,,,,,,,,
TC1,06/07/10,Thame at Wheatley,6,7,10,9:50,9:45,,18.8,7.91,4614,11.78,740,808,884,,0.344,8.59,27.89,0.15,70.24,0.01,44.20,9.98,74.04,10.98,10.24,,,,,,,,,,88,113.8,,11.7,4.8,49.3,,,,,,,,,,,,,,,,,,0.66,,,,,,,,,,,,,,,,,,,,,
TC1,13/07/10,Thame at Wheatley,13,7,10,9:45,9:45,,19.3,7.74,4608,,832,812,948,,0.252,9.18,28.52,0.14,71.54,0.12,43.87,9.91,68.88,10.50,10.10,,,,,,,,,,83,108.9,,11.5,4.3,45.9,,,,,,,,,,,,,,,,,,0.58,,,,,,,,,,,,,,,,,,,,,
TC1,19/07/10,Thame at Wheatley,19,7,10,16:10,16:15,,20.3,7.83,4852,9.43,700,764,804,,0.172,9.60,13.60,0.15,72.13,0.11,41.21,9.31,64.07,10.00,9.44,,,,,,,,,,88,113.4,,12.9,4.5,51.1,,,,,,,,,,,,,,,,,,0.71,,,,,,,,,,,,,,,,,,,,,
TC1,27/07/10,Thame at Wheatley,27,7,10,9:00,9:00,,20.2,7.79,4379,11.8,602,626,662,,0.118,8.72,24.13,0.16,73.08,0.06,50.64,11.43,77.72,12.10,11.52,,,,,,,,,,88,109.1,,11.9,4.7,50.8,,,,,,,,,,,,,,,,,,0.57,,,,,,,,,,,,,,,,,,,,,
TC1,03/08/10,Thame at Wheatley,3,8,10,12:45,12:45,,19.8,7.92,4327,,762,814,860,,0.102,8.97,11.43,0.24,73.03,0.08,48.61,10.98,81.49,11.42,11.05,,,,,,,,,,87,110.0,,12.3,4.8,52.3,,,,,,,,,,,,,,,,,,0.57,,,,,,,,,,,,,,,,,,,,,
TC1,10/08/10,Thame at Wheatley,10,8,10,8:30,8:30,,18,7.8,4331,15.28,625,826,924,,0.245,8.53,8.93,0.23,71.94,0.09,43.13,9.74,69.47,11.72,9.93,,,,,,,,,4.3,87,107.2,13.5,13.8,4.6,52.2,,,,8.7,14.6,20.2,,51.6,104.2,4.6,88,350.2,20.6,19.3,10.3,216.3,,0.76,,,,,,,,,,,,,,,,,,,,,
TC1,17/08/10,Thame at Wheatley,17,8,10,8:20,8:15,,17.1,7.79,4069,13.32,626,654,732,,0.092,8.18,9.56,0.24,57.92,0.14,32.12,7.25,61.15,8.43,7.32,,,,,,,,,15.1,85,98.5,24.9,11.4,4.2,42.9,,,,10.1,10.6,12.9,,43.0,97.6,4.0,86,322.6,18.2,12.5,4.7,190.7,,0.80,,,,,,,,,,,,,,,,,,,,,
