Sample ID,Date,Site name,Day,Month,Year,Time,Time rounded,Notes,Temperature (oC),pH,Gran alkalinity μeq/L,Suspended solids mg/L,Soluble reactive phosphorus (μg/L),Total dissolved phosphorus (μg/L),Total phosphorus (μg/L),Total reactive phosphorus (μg/l),Dissolved ammonium (NH4) (mg/l),Dissolved silicon (mg Si/L) ,Chlorophyll-a (μg/L),Dissolved fluoride (mg F/L),Dissolved chloride (mg Cl/L),Dissolved nitrite (mg NO2/L),Dissolved nitrate (NO3),Dissolved Nitrate-N (mg N/L),Dissolved sulphate (mg SO4/L),Total dissolved nitrogen (mg N/L),N check,Dissolved organic carbon (mg/L),Field pH,Conductivity,Eh,DO Temp,% DO,DO     mg/l,,Dissolved Al (ppm),Dissolved B (ppb),Dissolved Ca (ppm),Dissolved Fe (ug/l)),Dissolved K (mg/l),Dissolved Mg (mg/l),Dissolved Na (mg/l),Dissolved P (ppm),Dissolved S (ppm),Dissolved Si (ppm),Dissolved Mn (ug/l),Dissolved Zn (ug/l),Dissolved Cu (ug/l),,Total Na (mg/l),Total Ca (mg/l),Total Mg (mg/l),Total B (ug/l),Total Fe (ug/l),Total Mn (ug/l),Total Zn (ug/l),Total Cu (ug/l),Total Al (ug/l),,Mean daily flow (m3/s),,Site,Date,Green_diatoms,Green_meso,Green meso 2,Green_pico,Crypto 1,Crypto 2,Crypto 3,Cyano1,Cyano2,Cyano3,Cyano4,,,,,,,
TC3,27/02/17,Cherwell at Hampton Poyle,27,2,17,10:20,10:15,,8,7.97,3827,8.58,147,170,244,,0.018,3.05,14.59,0.18,33.13,0.03,28.87,6.52,47.79,8.47,6.53,6.01,8.14,681.2,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.235,,Thames_PP_03,02/03/2017,1270,5219,1202,3170,72,29,19,120,635,231,553,,,,,,,
TC3,06/03/17,Cherwell at Hampton Poyle,6,3,17,10:30,10:30,High flow and turbid,7.2,7.92,2948,38.38,98,118,216,,0.043,3.18,12.42,0.25,34.09,0.11,32.09,7.25,57.35,8.17,7.28,7.6,7.59,579.4,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.242,,Thames_PP_03,08/03/2017,375,957,274,784,63,34,10,173,269,63,77,,,,,,,
TC3,13/03/17,Cherwell at Hampton Poyle,13,3,17,10:15,10:15,,9.8,8.01,3615,7.73,129,137,180,,0.013,2.95,11.46,0.28,40.02,0.00,33.30,7.52,62.57,8.68,7.53,4.84,7.43,668.7,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.575,,Thames_PP_03,17/03/2017,1260,4978,1106,2857,67,34,19,317,433,38,130,,,,,,,
TC3,3/21/17,Cherwell at Hampton Poyle,21,3,17,10:30,10:30,,10.1,8.03,4021,7.08,141,157,191,,0.022,2.51,8.04,0.22,41.68,0.47,33.81,7.64,65.00,8.34,7.65,4.13,7.86,703.3,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.817,,Thames_PP_03,23/03/2017,1130,5021,899,5993,96,19,24,337,779,24,192,,,,,,,
TC3,3/27/17,Cherwell at Hampton Poyle,27,3,17,10:15,10:15,,8.9,8.02,3413,7.50,87,98,140,,0.017,2.25,7.59,0.26,37.56,0.03,29.94,6.76,63.93,7.67,6.77,5.31,8.31,662.7,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.07,,Thames_PP_03,29/03/2017,1467,10115,962,5627,207,24,29,279,3415,101,265,,,,,,,
TC3,4/3/17,Cherwell at Hampton Poyle,3,4,17,10:10,10:15,,11,8.16,4069,5.97,110,121,152,,0.031,1.69,3.69,0.23,43.79,0.00,30.99,7.00,65.15,7.85,7.02,4.64,8.07,711.8,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.03,,Thames_PP_03,05/04/2017,534,2020,447,3877,58,24,14,245,721,14,154,,,,,,,
TC3,4/10/17,Cherwell at Hampton Poyle,10,4,17,10:25,10:30,,11.7,8.15,4545,5.14,100,114,132,,0.035,0.83,5.97,0.26,47.49,0.00,30.06,6.79,65.83,7.44,6.81,4.34,7.21,747.3,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.629,,Thames_PP_03,12/04/2017,952,3237,596,6479,159,34,10,183,832,10,265,,,,,,,
TC3,4/18/17,Cherwell at Hampton Poyle,18,4,17,10:05,10:00,,13,8.07,4544,7.17,160,188,254,,0.021,0.98,9.09,0.24,51.92,0.02,31.37,7.08,68.12,8.03,7.10,4.67,7.83,757.9,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,,Thames_PP_03,20/04/2017,2544,4286,558,5781,82,5,24,361,625,29,404,,,,,,,
TC3,4/23/17,Cherwell at Hampton Poyle,23,4,17,9:45,9:45,,11.2,8.03,4319,7.97,195,204,247,,0.029,0.92,5.28,0.21,50.52,0.00,31.64,7.14,70.76,7.83,7.16,4.73,7.58,759.8,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.121,,Thames_PP_03,28/04/2017,1477,3372,837,5950,67,24,10,370,438,10,183,,,,,,,
TC3,5/2/17,Cherwell at Hampton Poyle,2,5,17,10:30,10:30,,12,8.1,4358,8.72,200,225,269,,0.032,1.02,11.5,0.24,49.90,0.00,32.31,7.30,69.03,7.88,7.32,4.15,7.9,743.8,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.001,,Thames_PP_03,04/05/2017,3651,11317,1188,8480,188,82,29,462,1582,0,404,,,,,,,
TC3,5/8/17,Cherwell at Hampton Poyle,8,5,17,10:30,10:30,,12.1,7.94,4097,6.94,154,163,219,,0.023,1.13,10.54,0.22,54.57,0.00,26.19,5.91,66.73,6.52,5.93,4.69,7.99,762,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.657,,Thames_PP_03,10/05/2017,2400,10298,909,11635,159,58,14,274,1246,48,317,,,,,,,
TC3,5/15/17,Cherwell at Hampton Poyle,15,5,17,10:20,10:15,,14.4,7.96,4083,9.47,163,196,255,,0.041,1.5,11.59,0.22,60.70,0.00,27.97,6.32,67.25,6.65,6.35,6.92,7.84,790.1,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.944,,Thames_PP_03,17/05/2017,1982,9384,991,9711,130,106,24,592,837,48,197,,,,,,,
TC3,5/23/17,Cherwell at Hampton Poyle,23,5,17,10:25,10:30,,15.5,7.94,3813,13.46,173,202,284,,0.03,2.95,14.44,0.26,45.51,0.03,28.28,6.39,67.28,6.74,6.41,6.35,7.77,690.3,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.006,,Thames_PP_03,25/05/2017,3011,8667,616,5324,173,53,63,596,1650,207,322,,,,,,,
TC3,5/30/17,Cherwell at Hampton Poyle,30,5,17,10:10,10:15,Smell of manure in the air,17.4,7.82,4510,18.28,160,203,305,,0.038,2.83,39.16,0.22,55.66,0.33,26.00,5.87,68.77,6.15,5.90,6.3,7.57,759.3,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.885,,Thames_PP_03,31/05/2017,5801,12679,875,6171,308,77,72,818,1775,274,1000,,,,,,,
TC3,6/5/17,Cherwell at Hampton Poyle,5,6,17,10:30,10:30,,16.2,7.97,4286,17.21,186,196,297,,0.008,3.26,26.87,0.24,69.12,0.03,21.33,4.82,64.14,5.31,4.82,5.49,7.74,788.9,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55,,Thames_PP_03,06/06/2017,3910,10750,717,7623,279,58,19,630,1159,409,957,,,,,,,
TC3,6/12/17,Cherwell at Hampton Poyle,12,6,17,10:30,10:30,,16.5,N/A,N/A,16.39,204,238,309,,0.028,3.25,21.69,0.21,49.89,0.03,22.57,5.10,60.56,5.62,5.12,6.12,7.7,714.3,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.373,,Thames_PP_03,13/06/2017,3550,8456,592,5849,221,43,24,529,1332,159,726,,,,,,,
TC3,6/19/17,Cherwell at Hampton Poyle,19,6,17,10:30,10:30,,20.7,7.87,4345,20.39,167,184,285,,0.009,3.48,44.58,0.21,65.07,0.20,22.07,4.98,78.46,5.52,4.99,7.08,7.7,805.7,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.043,,Thames_PP_03,20/06/2017,2828,6719,572,5642,250,19,48,1732,2823,582,1491,,,,,,,
TC3,6/26/17,Cherwell at Hampton Poyle,26,6,17,10:10,10:15,,18.3,7.93,4390,18.94,206,227,328,,0.013,4.39,36.29,0.24,69.03,0.00,23.58,5.32,81.46,5.97,5.33,5.33,7.83,840,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.879,,Thames_PP_03,27/06/2017,2030,5767,620,6998,298,58,38,4579,5195,875,2424,,,,,,,
TC3,7/3/17,Cherwell at Hampton Poyle,3,7,17,10:20,10:15,,17.7,7.84,4795,20.43,291,318,396,,0.028,4.25,24.65,0.22,80.17,0.00,24.81,5.60,80.73,6.28,5.62,7.01,7.53,885.1,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.926,,Thames_PP_03,04/07/2017,3348,7758,717,10947,317,72,130,6089,9639,1361,3213,,,,,,,
TC3,7/10/17,Cherwell at Hampton Poyle,10,7,17,10:20,10:15,,19.9,7.9,4539,19.63,223,242,358,,0.034,4.15,32.07,0.23,72.33,0.00,17.98,4.06,86.96,4.6,4.09,6.14,7.6,847.7,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.755,,Thames_PP_03,10/07/2017,5151,14930,1765,22029,558,58,111,7032,7623,1226,1924,,,,,,,
TC3,7/17/17,Cherwell at Hampton Poyle,17,7,17,10:15,10:15,,17.4,7.88,4760,19.54,243,286,373,,0.035,4.22,28.91,0.18,79.02,0.02,17.16,3.87,77.70,4.73,3.90,6.68,7.61,861.7,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.764,,Thames_PP_03,18/07/2017,4252,11106,1885,20595,274,67,24,1948,3689,736,861,,,,,,,
TC3,7/24/17,Cherwell at Hampton Poyle,24,7,17,10:30,10:30,,16.9,7.93,4414,20.63,265,280,402,,0.031,4.02,29.88,0.21,87.71,0.00,20.73,4.68,72.33,5.13,4.70,7.07,7.61,883.1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.285,,Thames_PP_03,25/07/2017,6873,15425,3704,24164,366,101,58,1895,7114,957,1284,,,,,,,
TC3,7/31/17,Cherwell at Hampton Poyle,31,7,17,10:20,10:15,,16.8,8.01,3789,21.15,236,259,358,,0.025,4.09,26.46,0.19,70.60,0.13,16.30,3.68,75.82,3.68,3.70,6.2,7.66,798,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.314,,Thames_PP_03,01/08/2017,6046,13193,2583,22943,274,67,34,1972,10904,746,1515,,,,,,,
TC3,8/7/17,Cherwell at Hampton Poyle,7,8,17,10:05,10:00,,17.6,7.96,4119,17.28,286,304,402,,0.031,4.12,20.67,0.21,72.16,0.20,16.27,3.67,65.47,3.99,3.70,5.72,7.83,784.8,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.876,,Thames_PP_03,08/08/2017,4944,14141,4733,26843,274,53,24,1058,12202,529,3319,,,,,,,
TC3,8/14/17,Cherwell at Hampton Poyle,14,8,17,10:20,10:15,,17.8,7.83,3910,18.41,363,387,456,,0.031,4.1,12.55,0.20,69.48,0.00,21.95,4.96,66.92,4.86,4.98,6.98,7.48,759.9,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.024,,Thames_PP_03,15/08/2017,3049,8056,2405,16887,139,38,0,712,7239,149,2006,,,,,,,
TC3,8/21/17,Cherwell at Hampton Poyle,21,8,17,10:15,10:15,,16.5,7.91,4298,19.63,236,262,364,,0.017,3.7,19.2,0.20,71.15,0.00,20.32,4.59,70.57,4.82,4.60,4.81,7.76,809,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.357,,Thames_PP_03,23/08/2017,5810,18498,4613,41797,293,63,34,1207,12149,423,4021,,,,,,,
TC3,8/29/17,Cherwell at Hampton Poyle,29,8,17,10:20,10:15,,17.3,7.89,3889,19.95,233,238,323,,0.036,3.88,18.72,0.22,60.51,0.02,17.81,4.02,68.41,4.06,4.05,5.31,7.74,759.1,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.821,,Thames_PP_03,30/08/2017,3761,15281,4665,37555,240,82,5,1044,13145,265,2679,,,,,,,
TC3,9/4/17,Cherwell at Hampton Poyle,4,9,17,10:15,10:15,,15.4,7.86,3839,17.24,235,261,331,,0.019,3.75,8.09,0.18,73.62,0.03,22.36,5.05,70.94,5.23,5.06,6.8,7.72,829.1,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.772,,Thames_PP_03,05/09/2017,2496,13092,6729,43956,279,63,14,654,11630,197,1284,,,,,,,
TC3,9/11/17,Cherwell at Hampton Poyle,11,9,17,10:15,10:15,,14.1,7.83,4332,16.96,260,281,329,,0.033,3.7,6.56,0.21,86.18,0.00,30.31,6.84,83.81,7.04,6.87,6.9,7.77,903.1,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.928,,Thames_PP_03,12/09/2017,1645,7022,1765,20571,125,38,10,1376,9355,106,486,,,,,,,
TC3,9/18/17,Cherwell at Hampton Poyle,18,9,17,10:15,10:15,,12.5,7.66,4181,17.64,229,254,318,,0.012,3.54,11.06,0.17,80.65,0.01,24.68,5.57,78.99,5.56,5.58,6.66,7.64,857.8,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.937,,Thames_PP_03,19/09/2017,2419,6719,1068,16132,139,38,0,1645,6873,120,1058,,,,,,,
TC3,9/25/17,Cherwell at Hampton Poyle,25,9,17,10:10,10:15,,14.3,7.8,4340,16.67,220,246,315,,0.042,3.55,8.2,0.17,76.97,0.00,23.55,5.32,77.74,5.15,5.35,8.89,7.38,843.1,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.929,,Thames_PP_03,26/09/2017,938,5627,1193,18296,135,24,14,1520,7263,101,635,,,,,,,
TC3,10/2/17,Cherwell at Hampton Poyle,2,10,17,10:20,10:15,,14.7,7.82,3949,16.23,222,278,327,,0.02,3.99,5.04,0.25,71.68,0.00,19.57,4.42,80.30,4.73,4.43,6.23,7.52,792.9,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thames_PP_03,03/10/2017,592,3429,774,15584,87,34,10,996,2871,29,442,,,,,,,
TC3,10/9/17,Cherwell at Hampton Poyle,9,10,17,10:25,10:30,,12.7,7.79,4553,13.44,220,273,318,,0.028,4.13,3.05,0.17,71.31,0.00,21.50,4.85,71.71,4.9,4.87,4.87,7.53,832.3,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thames_PP_03,10/10/2017,212,2136,438,14848,48,10,5,818,1688,14,366,,,,,,,
TC3,10/16/17,Cherwell at Hampton Poyle,16,10,17,10:20,10:15,,14.7,7.84,4844,11.41,235,251,296,,0.064,4.14,3.16,0.12,81.04,0.00,25.25,5.70,80.58,6.09,5.75,7.38,7.48,908.7,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thames_PP_03,17/10/2017,236,1938,534,14381,19,24,0,952,1409,19,587,,,,,,,
TC3,10/23/17,Cherwell at Hampton Poyle,23,10,17,10:20,10:15,,12.1,7.87,4778,11.9,233,265,337,,0.036,4.3,3.3,0.24,71.90,0.02,27.21,6.14,78.45,6.75,6.17,4.75,7.51,844.5,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thames_PP_03,24/10/2017,380,2010,414,11726,43,10,0,909,1039,29,491,,,,,,,
TC3,10/30/17,Cherwell at Hampton Poyle,30,10,17,10:15,10:15,,9.3,7.84,4839,10.86,223,242,276,,0.028,4.26,1.58,0.20,71.93,0.00,20.69,4.67,72.45,5.17,4.69,5.15,7.61,842.1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thames_PP_03,31/10/2017,192,1347,231,10885,38,24,5,630,765,34,351,,,,,,,
TC3,11/6/17,Cherwell at Hampton Poyle,6,11,17,10:30,10:30,,7.7,7.89,4782,9.65,241,243,318,,0.03,4.37,1.73,0.18,91.07,0.02,27.01,6.10,87.53,6.56,6.12,5.84,7.56,927.8,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thames_PP_03,07/11/2017,101,1217,192,10952,34,5,34,558,746,19,409,,,,,,,
TC3,11/13/17,Cherwell at Hampton Poyle,13,11,17,10:10,10:15,,7,7.82,4347,7.95,304,355,358,,0.026,3.99,1.8,0.22,79.90,0.00,30.82,6.96,72.69,7.91,6.98,8.19,7.81,964.4,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thames_PP_03,14/11/2017,77,1174,154,10336,58,5,5,491,519,10,289,,,,,,,
TC3,11/20/17,Cherwell at Hampton Poyle,20,11,17,10:05,10:00,,7.5,7.85,4542,6.23,290,330,365,,0.024,4.03,1.12,0.22,72.01,0.00,31.04,7.01,74.94,7.46,7.03,5.6,7.87,846.1,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thames_PP_03,21/11/2017,111,899,125,8321,19,5,48,293,399,0,87,,,,,,,
TC3,11/27/17,Cherwell at Hampton Poyle,27,11,17,10:15,10:15,,7,7.89,4368,6.14,325,345,356,,0.037,4.05,1.11,0.23,80.62,0.46,34.41,7.77,79.39,8.75,7.80,6.08,7.82,883.7,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thames_PP_03,28/11/2017,96,1582,269,13987,19,19,34,366,866,10,255,,,,,,,
TC3,12/5/17,Cherwell at Hampton Poyle,5,12,17,10:25,10:30,,5.6,7.85,4598,5.78,268,285,321,,0.047,3.88,1.11,0.20,76.84,0.00,33.32,7.52,79.14,8.66,7.56,5.65,7.89,875.6,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thames_PP_03,05/12/2017,101,1289,221,10846,43,5,24,337,861,0,178,,,,,,,
TC3,12/11/17,Cherwell at Hampton Poyle,11,12,17,10:20,10:15,,3,7.92,4410,5.45,296,326,347,,0.038,3.79,1.82,0.22,79.50,0.58,31.55,7.13,80.70,7.67,7.15,5.72,7.78,885.1,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thames_PP_03,12/12/2017,154,2035,351,14295,19,14,24,601,861,10,183,,,,,,,
TC3,12/18/17,Cherwell at Hampton Poyle,18,12,17,10:25,10:30,Higher flow,3.5,7.88,3040,13.76,179,169,243,,0.075,3.98,3.86,0.24,71.48,0.05,43.64,9.85,80.27,9.86,9.91,5.9,7.83,780,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thames_PP_03,19/12/2017,438,3078,313,9014,72,14,24,1159,1000,63,207,,,,,,,
TC3,1/2/18,Cherwell at Hampton Poyle,2,1,18,10:10,10:15,high after rain,5.4,7.73,2857,24.29,99,170,253,,0.043,4.24,2.65,0.24,44.08,0.14,40.89,9.23,60.37,9.5,9.26,7.14,7.71,636.9,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thames_PP_03,04/01/2018,212,1010,130,4252,34,48,19,1818,871,53,221,,,,,,,
TC3,1/8/18,Cherwell at Hampton Poyle,8,1,18,10:20,10:15,Higher flow,3,7.83,3330,14.03,112,129,197,,0.069,4.21,1.3,0.23,40.22,0.40,41.03,9.26,64.12,9.99,9.31,5.8,7.84,665.5,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thames_PP_03,09/01/2018,260,712,82,2679,24,29,38,1645,592,0,48,,,,,,,
TC3,1/15/18,Cherwell at Hampton Poyle,15,1,18,10:30,10:30,,7,7.94,3638,9.94,135,132,182,,0.04,3.8,2.04,0.26,39.38,0.52,37.79,8.53,67.92,8.9,8.56,4.37,7.88,705,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thames_PP_03,16/01/2018,289,962,173,3684,10,19,19,803,673,10,48,,,,,,,
TC3,1/22/18,Cherwell at Hampton Poyle,22,1,18,10:10,10:15,High flow and turbid,5.1,7.81,3136,30.58,174,195,280,,0.07,3.56,2.98,0.21,68.51,0.14,36.85,8.32,57.68,8.67,8.37,4.87,7.66,763.1,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thames_PP_03,23/01/2018,409,1101,183,4459,96,67,5,3675,1020,24,87,,,,,,,
TC3,1/29/18,Cherwell at Hampton Poyle,29,1,18,10:15,10:15,,8.1,7.83,3610,15.87,123,143,202,,0.081,3.78,2.97,0.27,43.82,0.51,40.49,9.14,62.31,9.49,9.20,5.26,7.89,664.3,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thames_PP_03,30/01/2018,986,726,139,2381,53,14,24,1467,375,14,48,,,,,,,
TC3,2/5/18,Cherwell at Hampton Poyle,5,2,18,10:25,10:30,,4.7,7.87,4021,7.26,118,183,211,,0.041,3.59,2.08,0.21,53.34,0.00,38.29,8.65,65.18,9.36,8.67,4.78,7.69,748.7,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thames_PP_03,07/02/2018,625,899,178,4204,19,24,29,568,303,14,53,,,,,,,
TC3,2/12/18,Cherwell at Hampton Poyle,12,2,18,10:25,10:30,,4.2,7.96,3664,5.98,125,136,193,,0.031,3.38,2.93,0.22,52.36,0.10,37.57,8.48,65.60,9.27,8.51,4.76,8.03,729.3,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thames_PP_03,14/02/2018,1092,1635,135,5353,34,24,5,414,394,14,48,,,,,,,
TC3,2/19/18,Cherwell at Hampton Poyle,19,2,18,10:25,10:30,,6.5,7.93,3841,9.29,98,102,150,,0.023,2.89,8.87,0.23,45.99,0.11,34.99,7.90,66.61,8.06,7.92,5.27,7.93,711,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thames_PP_03,20/02/2018,2516,2920,168,5368,38,24,14,649,582,14,67,,,,,,,
TC3,2/26/18,Cherwell at Hampton Poyle,26,2,18,10:15,10:15,,2.8,7.97,4322,7.93,112,141,184,,0.029,2.52,7.81,0.23,49.37,0.30,38.40,8.67,66.83,9.17,8.69,3.54,7.23,754.8,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thames_PP_03,27/02/2018,3073,4146,245,3718,67,29,14,399,539,19,48,,,,,,,
TC3,3/5/18,Cherwell at Hampton Poyle,5,3,18,10:15,10:15,,3.3,7.94,3767,6.74,128,140,172,,0.027,2.61,9.53,0.22,75.73,0.16,35.22,7.95,68.53,9.05,7.97,4.15,7.63,821.9,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thames_PP_03,06/03/2018,2467,3805,135,3939,72,19,29,322,370,5,38,,,,,,,
TC3,3/12/18,Cherwell at Hampton Poyle,12,3,18,10:20,10:15,High and Turbid,8.2,7.69,2793,42.8,67,82,217,,0.048,2.91,17.81,0.24,43.95,0.20,32.66,7.37,52.91,7.85,7.41,6.52,7.78,587.1,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thames_PP_03,13/03/2018,4353,5637,293,3607,192,96,43,4805,1380,10,159,,,,,,,
TC3,3/19/18,Cherwell at Hampton Poyle,19,3,18,16:35,16:30,,3.3,7.92,3366,11.69,68,89,137,,0.03,3.03,4.95,0.23,44.20,0.17,34.04,7.69,55.00,8.25,7.71,5.13,8.16,653.9,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thames_PP_03,20/03/2018,1986,2770,101,2015,53,14,38,1101,524,0,24,,,,,,,
TC3,3/26/18,Cherwell at Hampton Poyle,26,3,18,10:20,10:15,,8.1,7.98,3791,8.1,94,98,137,,0.024,2.56,9.63,0.22,64.02,0.10,35.98,8.12,60.90,8.16,8.14,4.59,7.94,764.7,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thames_PP_03,27/03/2018,3449,5137,154,3487,48,14,19,462,544,5,82,,,,,,,
TC3,4/3/18,Cherwell at Hampton Poyle,3,4,18,10:00,10:00,High flow and turbid,8.5,7.62,3018,21.12,47,61,134,,0.042,3,10.18,0.25,29.02,0.07,29.56,6.67,44.70,6.77,6.70,6.95,7.58,503.9,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC3,4/9/18,Cherwell at Hampton Poyle,9,4,18,13:45,13:45,Higher flow,9.9,7.87,3623,7.32,45,71,108,,0.033,2.28,6.39,0.26,35.29,0.12,34.76,7.85,53.96,8.33,7.87,4.49,7.68,629.9,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thames_PP_03,10/04/2018,1626,3201,159,2535,197,36,26,3033,1140,5,24,,,,,,,
TC3,4/16/18,Cherwell at Hampton Poyle,16,4,18,11:10,11:15,,11.4,7.87,3434,9.93,53,71,75,,0.037,2.33,4.83,0.27,35.57,0.06,32.94,7.44,56.36,7.58,7.46,5.03,7.85,633,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thames_PP_03,18/04/2018,409,1578,115,3713,149,10,5,972,1116,10,63,,,,,,,
TC3,4/23/18,Cherwell at Hampton Poyle,23,4,18,14:00,14:00,,14.5,7.93,4086,10.56,60,128,141,,0.025,2.25,5.18,0.25,42.71,0.36,33.72,7.61,60.00,7.71,7.63,3.89,7.91,703,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thames_PP_03,24/04/2018,712,4007,317,11861,308,96,67,452,1953,10,29,,,,,,,
TC3,4/30/18,Cherwell at Hampton Poyle,30,4,18,13:20,13:15,,9,7.93,3538,13.72,85,84,144,,0.087,2.92,9.6,0.24,34.97,0.10,39.66,8.95,54.85,9.3,9.02,5.45,7.91,646,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thames_PP_03,01/05/2018,2362,6450,216,5310,361,38,53,1294,1900,72,82,,,,,,,
TC3,5/8/18,Cherwell at Hampton Poyle,8,5,18,13:20,13:15,,16.5,8.06,3780,13.62,94,104,158,,0.028,1.87,14.95,0.23,39.60,0.00,34.08,7.70,59.59,8.38,7.72,4.9,7.9,678.9,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thames_PP_03,09/05/2018,5733,20360,505,10437,1116,317,38,544,3814,173,149,,,,,,,
TC3,5/14/18,Cherwell at Hampton Poyle,14,5,18,13:55,14:00,,14.6,8.1,4112,9.69,120,161,197,,0.023,1.99,14.29,0.22,39.26,0.00,34.14,7.71,61.28,8.15,7.72,3.6,7.91,694.1,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thames_PP_03,16/05/2018,2487,8008,332,9018,948,130,48,462,3872,240,183,,,,,,,
TC3,5/21/18,Cherwell at Hampton Poyle,21,5,18,14:00,14:00,,16.1,8.05,4273,28.34,151,164,230,,0.045,1.62,8.77,0.21,50.46,0.26,35.58,8.03,64.38,8.54,8.07,3.75,7.98,738.9,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thames_PP_03,22/05/2018,1198,5560,409,10221,548,120,19,822,3886,308,380,,,,,,,
TC3,5/29/18,Cherwell at Hampton Poyle,29,5,18,13:15,13:15,Clearer than last week,16.8,7.91,4028,6.53,179,188,222,,0.032,2.42,8.87,0.24,46.16,0.24,29.00,6.55,61.06,7.15,6.57,4.15,7.93,706.7,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thames_PP_03,30/05/2018,2357,8109,659,11428,1327,144,34,317,4449,409,967,,,,,,,
TC3,6/4/18,Cherwell at Hampton Poyle,4,6,18,13:45,13:45,Higher flow,18.5,7.56,3035,18.89,136,169,253,,0.052,4.75,9.33,0.30,33.14,0.16,29.06,6.56,47.87,7.57,6.60,6.2,18.5,563.7,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thames_PP_03,05/06/2018,1294,6628,582,11702,245,96,38,2958,5113,284,885,,,,,,,
