Sample ID,Date,Site name,Day,Month,Year,Time,Time rounded,Notes,Temperature (oC),pH,Gran alkalinity μeq/L,Suspended solids mg/L,Soluble reactive phosphorus (μg/L),Total dissolved phosphorus (μg/L),Total phosphorus (μg/L),Total reactive phosphorus (μg/l),Dissolved ammonium (NH4) (mg/l),Dissolved silicon (mg Si/L) ,Chlorophyll-a (μg/L),Dissolved fluoride (mg F/L),Dissolved chloride (mg Cl/L),Dissolved nitrite (mg NO2/L),Dissolved nitrate (NO3),Dissolved Nitrate-N (mg N/L),Dissolved sulphate (mg SO4/L),Total dissolved nitrogen (mg N/L),N check,Dissolved organic carbon (mg/L),Field pH,Conductivity,Eh,DO Temp,% DO,DO     mg/l,,Dissolved Al (ppm),Dissolved B (ppb),Dissolved Ca (ppm),Dissolved Fe (ug/l)),Dissolved K (mg/l),Dissolved Mg (mg/l),Dissolved Na (mg/l),Dissolved P (ppm),Dissolved S (ppm),Dissolved Si (ppm),Dissolved Mn (ug/l),Dissolved Zn (ug/l),Dissolved Cu (ug/l),,Total Na (mg/l),Total Ca (mg/l),Total Mg (mg/l),Total B (ug/l),Total Fe (ug/l),Total Mn (ug/l),Total Zn (ug/l),Total Cu (ug/l),Total Al (ug/l),,Mean daily flow (m3/s),,Site,Date,Green_diatoms,Green_meso,Green meso 2,Green_pico,Crypto 1,Crypto 2,Crypto 3,Cyano1,Cyano2,Cyano3,Cyano4,,,,,,,
TC3,07/12/15,Cherwell at Hampton Poyle,7,12,15,10:25,10:30,,11.9,7.87,3871,19.24,164,174,252,,0.042,4.47,1.59,0.24,43.58,0.00,27.70,6.25,69.57,6.92,6.29,5.27,7.71,687.1,171,,,,,41.27,67.20,103.80,63.73,5.48,6.92,28.07,,,,4.59,1.75,1.99,,,,,,,,,,,,3.05,,Thames_PP_03,09/12/2015,144,611,29,2333,38,5,0,231,822,14,53,,,,,,,
TC3,14/12/15,Cherwell at Hampton Poyle,14,12,15,10:40,10:45,Higher after rain,10,7.95,4302,29.13,184,197,330,,0.049,4.27,3.08,0.20,50.61,0.00,29.22,6.60,70.59,7.43,6.63,4.25,7.7,741.6,140,,,,,57.93,70.55,112.26,89.29,6.16,7.67,32.70,,,,7.05,3.27,3.19,,,,,,,,,,,,6.18,,Thames_PP_03,16/12/2015,130,755,38,2814,96,43,14,293,587,5,58,,,,,,,
TC3,04/01/16,Cherwell at Hampton Poyle,14,1,16,10:10,10:15,Higher after rain,9,7.81,3630,40.18,106,115,264,,0.053,4.59,1.81,0.22,29.45,0.05,31.58,7.13,46.10,7.76,7.17,6.18,7.45,551.3,174,,,,,151.32,45.94,89.38,145.02,3.84,4.98,15.49,,,,5.01,2.16,2.19,,,,,,,,,,,,15.4,,Thames_PP_03,05/01/2016,159,515,120,2169,82,67,19,370,1246,29,34,,,,,,,
TC3,11/01/16,Cherwell at Hampton Poyle,11,1,16,10:10,10:15,All higher after rain,7.8,7.78,3122,31.85,79,77,182,,0.055,4.14,1.66,0.26,28.57,0.05,32.36,7.31,44.67,7.41,7.35,4.96,7.53,550.1,168,,,,,36.26,48.46,106.72,51.62,3.87,5.84,20.25,,,,7.01,2.43,1.64,,,,,,,,,,,,16.7,,,,,,,,,,,,,,,,,,,,,
TC3,18/01/16,Cherwell at Hampton Poyle,18,1,16,10:15,10:15,,7.2,7.87,3835,10,92,89,125,,0.050,4.06,0.97,0.21,36.83,0.05,37.46,8.46,54.54,9.76,8.50,4.85,7.6,664.9,149,,,,,35.26,49.21,109.01,51.21,3.92,5.91,20.91,,,,7.00,2.77,1.41,,,,,,,,,,,,8.04,,Thames_PP_03,19/01/2016,67,115,5,707,29,5,10,139,260,10,10,,,,,,,
TC3,25/01/16,Cherwell at Hampton Poyle,25,1,16,10:20,10:15,,9.9,7.89,3767,14.7,97,126,174,,0.042,3.91,1.16,0.23,40.18,0.05,37.10,8.38,58.01,8.54,8.41,4.25,7.69,692.4,179,,,,,54.08,51.30,109.65,68.76,3.99,6.15,22.71,,,,5.82,2.04,1.57,,,,,,,,,,,,6.38,,Thames_PP_03,27/01/2016,111,284,5,1308,38,34,0,144,255,5,24,,,,,,,
TC3,01/02/16,Cherwell at Hampton Poyle,1,2,16,10:10,10:15,Slightly higher flow,10,7.89,3769,39.73,93,116,269,,0.086,3.74,2.30,0.21,35.35,0.07,33.33,7.53,53.60,9.00,7.59,4.60,7.81,637.4,161,,,,,,50.84,99.32,124.01,3.97,5.99,20.07,,,,4.19,2.73,0.36,,,,,,,,,,,,7.4,,Thames_PP_03,02/02/2016,265,491,29,2140,87,43,10,399,611,24,38,,,,,,,
TC3,08/02/16,Cherwell at Hampton Poyle,8,2,16,10:15,10:15,High flow,8.9,7.7,2824,101.74,91,141,415,,0.068,3.51,5.10,0.24,26.76,0.07,22.62,5.11,36.15,5.83,5.16,5.95,7.43,481.6,177,,,,,,44.06,76.21,826.63,4.38,4.35,15.59,,,,10.55,4.98,3.54,,,,,,,,,,,,17.8,,Thames_PP_03,09/02/2016,289,746,48,2756,173,125,29,327,1967,24,58,,,,,,,
TC3,15/02/16,Cherwell at Hampton Poyle,15,2,16,10:30,10:30,,6.9,7.95,3807,11.51,74,92,118,,0.031,3.72,0.95,0.23,34.04,0.03,36.62,8.27,54.29,9.96,8.29,3.87,7.68,658.2,150,,,,,33.64,51.17,109.50,44.75,3.91,5.93,19.26,,,,5.92,2.29,-0.66,,,,,,,,,,,,6.79,,Thames_PP_03,18/02/2016,192,404,14,1688,48,38,5,106,135,10,10,,,,,,,
TC3,22/02/16,Cherwell at Hampton Poyle,22,2,16,10:05,10:00,,8.9,8.03,3936,13.9,81,86,146,,0.028,3.56,1.77,0.24,35.12,0.07,34.82,7.86,55.39,9.14,7.88,3.91,7.72,654.4,147,,,,,45.26,52.38,106.91,57.54,3.84,6.11,19.71,,,,4.84,1.85,1.63,,,,,,,,,,,,6.51,,Thames_PP_03,23/02/2016,491,649,10,2463,67,34,0,212,240,5,29,,,,,,,
TC3,29/02/16,Cherwell at Hampton Poyle,29,2,16,10:25,10:30,,5.9,8.08,4122,7.69,85,91,122,,0.022,3.44,2.15,0.20,37.81,0.03,36.51,8.24,61.98,9.48,8.26,4.29,7.85,709.7,98,,,,,,55.29,116.57,13.59,4.05,6.56,21.67,,,,7.84,1.89,-0.42,,,,,,,,,,,,4.26,,Thames_PP_03,01/03/2016,827,986,0,3862,29,10,14,87,293,10,48,,,,,,,
TC3,07/03/16,Cherwell at Hampton Poyle,7,3,16,10:25,10:30,,5.6,8.05,3766,16.45,81,85,134,,0.052,3.23,6.30,0.21,42.54,0.04,34.15,7.71,56.25,8.62,7.75,5.11,7.03,668.1,201,,,,,,50.41,103.20,105.24,3.92,6.14,23.92,,,,5.60,2.67,1.21,,,,,,,,,,,,5.67,,Thames_PP_03,08/03/2016,2410,1808,19,4656,48,38,24,111,404,0,48,,,,,,,
TC3,14/03/16,Cherwell at Hampton Poyle,14,3,16,10:15,10:15,,7.3,7.97,3346,17.55,57,57,116,,0.031,3.44,7.04,0.27,30.93,0.07,32.99,7.45,49.80,7.60,7.47,5.65,7.56,591.3,85,,,,,,48.22,94.01,96.61,3.93,5.21,16.92,,,,4.09,1.14,-0.19,,,,,,,,,,,,11.7,,Thames_PP_03,15/03/2016,2323,1222,24,2895,279,24,10,164,736,10,29,,,,,,,
TC3,21/03/16,Cherwell at Hampton Poyle,21,3,16,10:10,10:15,,8.1,8.15,3769,5.83,75,74,103,,0.024,3.12,6.14,0.22,37.01,0.02,37.02,8.36,58.03,9.29,8.38,3.52,7.89,698.1,81,,,,,16.17,53.83,113.57,21.71,4.17,6.00,21.73,,,,6.03,2.34,2.43,,,,,,,,,,,,5.36,,Thames_PP_03,22/03/2016,2915,1361,5,3021,87,14,0,67,212,0,53,,,,,,,
TC3,29/03/16,Cherwell at Hampton Poyle,29,3,16,10:10,10:15,Higher after rain,8.6,7.86,2032,55.86,72,70,304,,0.324,2.64,16.10,0.22,28.13,0.08,32.08,7.24,40.98,8.58,7.49,6.44,7.72,525.4,73,,,,,193.16,41.95,80.90,208.60,4.04,4.40,16.50,,,,5.25,2.49,2.95,,,,,,,,,,,,15.5,,Thames_PP_03,30/03/2016,3776,2794,168,6589,414,164,38,394,2049,29,337,,,,,,,
TC3,04/04/16,Cherwell at Hampton Poyle,4,4,16,10:05,10:00,,10.6,8.18,3775,8.79,57,55,102,,0.032,1.94,21.52,0.22,34.09,0.00,33.17,7.49,57.11,8.37,7.51,4.33,7.76,670.8,109,,,,,9.15,54.22,104.82,22.43,3.90,5.85,19.97,,,,5.01,1.96,0.99,,,,,,,,,,,,6.8,,,,,,,,,,,,,,,,,,,,,
TC3,11/04/16,Cherwell at Hampton Poyle,11,4,16,10:25,10:30,,9.7,8.12,4148,6.58,55,77,110,,0.066,1.81,12.47,0.23,36.58,0.04,31.53,7.12,58.40,8.06,7.17,4.43,7.99,671.2,85,,,,,13.46,53.72,106.79,24.70,3.96,6.02,21.27,,,,5.55,2.27,1.79,,,,,,,,,,,,6.87,,Thames_PP_03,12/04/2016,5469,4954,827,3732,106,130,10,48,274,0,303,,,,,,,
TC3,18/04/16,Cherwell at Hampton Poyle,18,4,16,10:10,10:15,,8.9,7.9,3557,19.86,72,77,163,,0.065,2.54,16.79,0.26,29.63,0.04,30.31,6.84,48.53,7.53,6.89,6.95,7.66,573.9,130,,,,,102.76,48.19,93.30,131.32,3.87,5.48,17.14,,,,4.37,3.58,5.34,,,,,,,,,,,,8.75,,Thames_PP_03,19/04/2016,3280,5108,1125,3651,231,96,0,43,2328,24,216,,,,,,,
TC3,25/04/16,Cherwell at Hampton Poyle,25,4,16,10:20,10:15,,9.9,8.35,4136,4.79,59,68,95,,0.018,1.47,17.52,0.22,35.53,0.00,31.93,7.21,60.43,7.86,7.22,4.30,7.99,666.7,99,,,,,1.26,59.02,111.12,10.30,4.00,6.15,20.44,,,,5.47,1.67,2.17,,,,,,,,,,,,4.98,,Thames_PP_03,26/04/2016,5089,7022,880,3651,154,149,19,58,1193,24,322,,,,,,,
TC3,03/05/16,Cherwell at Hampton Poyle,3,5,16,10:25,10:30,,11.4,8.29,4315,4.68,46,56,100,,0.038,0.57,19.66,0.21,39.77,0.00,31.78,7.18,63.04,7.96,7.20,3.86,7.91,675,77,,,,,2.3,58.39,107.06,10.6,4.24,6.33,22.91,,,,4.8,2.8,0.3,,,,,,,,,,,,3.87,,Thames_PP_03,04/05/2016,6878,7325,741,5334,221,63,24,91,938,10,649,,,,,,,
TC3,09/05/16,Cherwell at Hampton Poyle,9,5,16,10:35,10:30,,15.9,8.11,4130,9.78,67,67,115,,0.006,0.72,32.85,0.20,42.44,0.05,31.15,7.03,62.50,7.70,7.04,3.91,7.77,697.3,96,,,,,0.52,60.16,108.46,9.15,4.42,6.47,25.48,,,,4.42,1.96,2.52,,,,,,,,,,,,3.18,,Thames_PP_03,11/05/2016,7782,12097,1150,6815,183,101,34,34,755,43,654,,,,,,,
TC3,16/05/16,Cherwell at Hampton Poyle,16,5,16,10:15,10:15,,14.1,8.23,4332,12.09,85,99,180,,0.010,1.86,60.54,0.24,39.91,0.09,27.62,6.24,66.91,6.55,6.24,4.53,7.88,705.8,45,,,,,1.14,69.14,112.96,10.36,4.54,6.59,24.97,,,,6.39,1.93,1.63,,,,,,,,,,,,2.9,,Thames_PP_03,17/05/2016,13381,20956,601,7061,332,149,77,106,726,38,385,,,,,,,
TC3,23/05/16,Cherwell at Hampton Poyle,23,5,16,8:40,8:45,,14.2,8.12,4279,9.8,115,113,179,,0.029,2.00,36.48,0.21,45.30,0.03,31.12,7.03,66.97,8.05,7.05,4.68,7.84,742.7,79,,,,,,60.62,109.63,11.25,4.74,6.65,28.96,,,,4.41,2.33,2.27,,,,,,,,,,,,3.13,,Thames_PP_03,24/05/2016,6883,17291,1135,13337,240,106,38,101,1587,106,313,,,,,,,
TC3,31/05/16,Cherwell at Hampton Poyle,31,5,16,10:23,10:30,,14.5,8.13,4365,8.25,111,128,178, ,0.021,1.48,22.57,0.21,54.15,0.02,29.22,6.60,63.40,7.71,6.61,5.89,7.83,755.9,100,,,,,,63.43,113.42,13.32,4.72,7.03,32.50,,,,6.28,2.40,2.68,,,,,,,,,,,,2.09,,Thames_PP_03,01/06/2016,4858,35424,981,22640,154,135,48,168,2251,245,178,,,,,,,
TC3,06/06/16,Cherwell at Hampton Poyle,6,6,16,10:25,10:30,,15.6,8,4323,9.54,143,165,206,,0.034,2.72,12.13,0.21,45.72,0.04,30.07,6.79,65.04,8.60,6.81,5.02,7.86,725.7,19,,,,,,63.02,112.07,9.94,4.89,6.95,28.33,,,,6.61,1.92,0.45,,,,,,,,,,,,1.93,,Thames_PP_03,07/06/2016,2395,11240,481,16185,178,38,14,96,423,24,91,,,,,,,
TC3,13/06/16,Cherwell at Hampton Poyle,13,6,16,10:30,10:30,,17.1,8.01,3757,10.24,152,164,212,,0.048,3.07,17.72,0.23,45.09,0.03,25.01,5.65,76.95,6.29,5.68,5.74,7.75,733.8,93,,,,,,67.95,117.02,10.98,5.53,7.15,29.90,,,,7.09,1.99,0.07,,,,,,,,,,,,2.09,,Thames_PP_03,15/06/2016,3021,13588,683,21947,212,106,43,120,3795,38,101,,,,,,,
TC3,20/06/16,Cherwell at Hampton Poyle,20,6,16,10:40,10:45,,15.9,7.8,3341,20.14,153,176,260,,0.038,4.31,5.30,0.24,28.90,0.13,20.27,4.58,48.19,5.71,4.60,8.17,7.59,556.7,107,,,,,58.93,62.07,86.58,131.69,4.77,5.37,18.35,,,,6.03,2.56,1.75,,,,,,,,,,,,4.73,,Thames_PP_03,22/06/2016,981,3684,390,6378,178,115,34,111,832,63,29,,,,,,,
TC3,27/06/16,Cherwell at Hampton Poyle,27,6,16,10:30,10:30,,16.1,8.14,4303,9.7,142,153,206,,0.037,4.08,5.15,0.27,38.10,0.00,23.08,5.21,57.80,6.25,5.24,5.21,7.68,688.7,88,,,,,5.58,66.86,107.49,24.14,4.81,6.48,24.06,,,,8.57,1.79,1.97,,,,,,,,,,,,2.56,,Thames_PP_03,29/06/2016,770,3530,366,10673,115,67,29,101,1063,19,67,,,,,,,
TC3,04/07/16,Cherwell at Hampton Poyle,4,7,16,10:35,10:30,,16.2,8.12,4591,9.22,148,154,197,,0.031,3.65,4.17,0.22,47.11,0.00,24.20,5.46,60.99,6.10,5.49,4.39,8.05,749.7,63,,,,,2.89,65.39,111.89,13.48,5.20,7.14,31.19,,,,7.91,2.12,-0.47,,,,,,,,,,,,1.87,,Thames_PP_03,05/07/2016,770,3939,269,15011,216,53,5,125,1275,14,91,,,,,,,
TC3,11/07/16,Cherwell at Hampton Poyle,11,7,16,10:35,10:30,,17.6,8.08,4734,6.77,134,141,195,,0.040,3.35,4.70,0.19,52.44,0.00,23.13,5.22,61.99,6.52,5.25,4.33,7.75,776.7,72,,,,,7.78,69.26,111.83,14.22,5.39,7.28,36.25,,,,6.96,3.37,2.87,,,,,,,,,,,,1.6,,Thames_PP_03,13/07/2016,991,4334,447,20745,77,34,0,159,2020,0,236,,,,,,,
TC3,18/07/16,Cherwell at Hampton Poyle,18,7,16,10:40,10:45,,18.6,8,4537,7.94,147,177,222,,0.020,3.21,4.31,0.01,65.40,0.04,28.44,6.42,65.74,7.55,6.44,4.25,7.71,812.9,33,,,,,10.89,72.85,112.67,11.37,5.97,7.34,42.47,,,,6.72,3.10,1.10,,,,,,,,,,,,1.41,,Thames_PP_03,19/07/2016,736,5209,654,30345,197,53,14,144,3348,14,341,,,,,,,
TC3,25/07/16,Cherwell at Hampton Poyle,25,7,16,10:30,10:30,,19.2,7.93,4670,9.07,161,211,267,,0.007,3.39,8.94,0.22,61.49,0.03,24.19,5.46,67.46,6.55,5.47,4.53,7.69,814.1,65,,,,,<LOD,79,108,22,6.32,7.84,39.8,<LOD,24,3.57,,,,,,,,,,,,,,,1.11,,Thames_PP_03,26/07/2016,904,9408,1756,63912,361,67,24,370,7652,5,673,,,,,,,
TC3,01/08/16,Cherwell at Hampton Poyle,1,8,16,10:20,10:15,,17,7.61,4622,8.75,202,220,250,,0.041,3.33,5.24,0.21,67.58,0.00,26.61,6.01,67.56,6.26,6.04,4.37,7.7,836.9,50,,,,,<LOD,78.2,112,17,7.04,9.16,44.7,0.228,24.5,3.55,,,,,,,,,,,,,,,1.14,,Thames_PP_03,02/08/2016,866,6055,2097,42384,154,29,14,481,10562,24,467,,,,,,,
TC3,08/08/16,Cherwell at Hampton Poyle,8,8,16,10:15,10:15,,17.7,7.99,4623,9.65,209,223,269,,0.035,3.41,5.54,0.21,72.25,0.04,26.77,6.05,82.40,6.22,6.07,6.09,7.68,866.3,39,,,,,<LOD,84.6,111,13,7.97,9.56,48.1,0.237,29.6,3.68,,,,,,,,,,,,,,,1.04,,Thames_PP_03,09/08/2016,1077,5863,1688,27868,303,38,38,476,8826,14,856,,,,,,,
TC3,15/08/16,Cherwell at Hampton Poyle,15,8,16,10:20,10:15,,16.8,8.04,4603,8.82,197,210,238,,0.048,3.36,3.92,0.21,183.19,0.00,23.71,5.35,69.41,5.68,5.39,5.19,7.61,823.1,85,,,,,<LOD,78.6,109,17,6.78,8.89,47.5,0.227,25.4,3.56,,,,,,,,,,,,,,,0.897,,Thames_PP_03,16/08/2016,741,5878,2160,35058,226,48,19,303,6084,14,404,,,,,,,
TC3,22/08/16,Cherwell at Hampton Poyle,22,8,16,10:35,10:30,,17.5,8.01,4603,10.61,182,219,265,,0.030,3.73,5.61,0.20,74.66,0.00,27.013,6.10,85.73,6.63,6.12,4.55,7.67,878.1,84,,,,,<LOD,81.9,110,13,7.83,9.05,52.1,0.238,30.4,3.87,,,,,,,,,,,,,,,0.854,,Thames_PP_03,23/08/2016,1077,5055,2145,23400,87,24,34,265,5853,10,438,,,,,,,
TC3,30/08/16,Cherwell at Hampton Poyle,30,8,16,10:15,10:15,,17.7,8.06,4740,9.88,257,296,332,,0.026,4.29,3.33,0.22,77.09,0.02,30.52,6.89,69.88,7.56,6.91,4.47,7.88,860.3,128,,,,,<LOD,76.5,103,33,7.96,8.85,53.8,0.297,24.9,4.32,,,,,,,,,,,,,,,1.2,,Thames_PP_03,01/09/2016,673,4507,2111,24222,135,58,19,442,4492,24,568,,,,,,,
TC3,05/09/16,Cherwell at Hampton Poyle,5,9,16,10:30,10:30,,16.3,8.02,3675,10.36,234,236,306,,0.045,4.02,4.04,0.23,69.40,0.00,22.80,5.15,87.35,5.39,5.18,4.62,7.83,818.3,92,,,,,<LOD,81.4,102,22,8.08,8.3,48,0.277,30.4,4.41,,,,,,,,,,,,,,,1.17,,Thames_PP_03,06/09/2016,351,3526,1861,19253,111,58,43,390,4766,10,500,,,,,,,
TC3,12/09/16,Cherwell at Hampton Poyle,12,9,16,10:30,10:30,,16.4,7.99,4406,10.79,307,315,344,,0.042,4.41,3.09,0.20,75.17,0.00,26.47,5.98,66.73,6.28,6.01,4.48,7.6,854.7,74,,,,,<LOD,76.2,98.9,19,8.27,8.58,53.3,0.285,23.6,4.55,,,,,,,,,,,,,,,1.33,,Thames_PP_03,13/09/2016,356,3425,2362,22159,58,77,24,303,4680,34,592,,,,,,,
TC3,19/09/16,Cherwell at Hampton Poyle,19,9,16,10:20,10:15,,15.6,8.03,4793,9.5,271,296 ,340 ,,0.042,4.47,2.06,0.21,69.30,0.02,23.79,5.37,66.71,5.56,5.40,5.11,7.81,817.1,74,,,,,<LOD,76,98.6,23,7.82,9.08,47.5,0.293,23.9,4.56,,,,,,,,,,,,,,,0.941,,Thames_PP_03,20/09/2016,255,2929,2001,18215,63,29,29,265,3502,10,645,,,,,,,
TC3,26/09/16,Cherwell at Hampton Poyle,26,9,16,10:20,10:15,,14.4,7.98,4664,9.39,320,320,363,,0.046,4.59,2.21,0.21,87.80,0.06,30.42,6.87,69.91,7.44,6.90,6.64,7.69,917.5,91,,,,,<LOD,80.6,102,28,11.5,10.5,63.5,0.338,25.7,4.59,,,,,,,,,,,,,,,0.931,,Thames_PP_03,27/09/2016,370,2111,1433,12226,63,14,19,255,2833,5,491,,,,,,,
TC3,03/10/16,Cherwell at Hampton Poyle,3,10,16,10:35,10:30,,12,8.02,4361,9.64,293,312,330,,0.018,4.22,1.90,0.21,72.47,0.00,28.35,6.40,69.03,6.93,6.41,3.99,7.86,825.7,76,,,,,<LOD,81,101,24,8.25,8.93,49.9,0.307,24.9,4.49,,,,,,,,,,,,,,,1.316,,,,,,,,,,,,,,,,,,,,,
TC3,10/10/16,Cherwell at Hampton Poyle,10,10,16,10:20,10:15,,10.8,7.98,4411,9.77,333,356,410,,0.041,4.09,1.59,0.21,71.87,0.00,27.88,6.30,69.34,6.73,6.33,4.85,7.71,818.1,77,,,,,<LOD,75.3,96.5,22,7.89,8.68,49,0.368,24.9,4.3,,,,,,,,,,,,,,,0.826,,,,,,,,,,,,,,,,,,,,,
TC3,17/10/16,Cherwell at Hampton Poyle,17,10,16,10:20,10:15,,11.1,8.04,4559,7.92,321,370,400,,0.019,4.23,2.32,0.20,80.78,0.00,29.13,6.58,89.09,6.50,6.59,5.33,8.25,892.8,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.085,,,,,,,,,,,,,,,,,,,,,
TC3,24/10/16,Cherwell at Hampton Poyle,24,10,16,10:35,10:30,,9.6,7.94,4337,7.27,347,340,398,,0.036,4.01,1.55,0.19,75.02,0.00,29.36,6.63,75.85,7.17,6.66,4.75,7.49,848.1,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.831,,Thames_PP_03,26/10/2016,29,322,1212,3073,14,38,5,91,164,0,115,,,,,,,
TC3,31/10/16,Cherwell at Hampton Poyle,31,10,16,10:20,10:15,,11.1,8.01,4573,5.66,354,387,452,,0.026,4.04,1.17,0.16,80.14,0.00,32.22,7.28,75.55,8.17,7.29,4.81,7.59,896.9,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.881,,Thames_PP_03,01/11/2016,125,746,183,3468,29,29,10,63,159,5,125,,,,,,,
TC3,07/11/16,Cherwell at Hampton Poyle,7,11,16,10:15,10:15,,6.4,8.02,4837,3.46,396,452,527,,0.033,4.12,0.69,0.19,77.74,0.00,31.51,7.11,72.89,7.99,7.14,4.75,7.76,923.8,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.841,,Thames_PP_03,08/11/2016,53,385,91,2395,38,0,19,10,43,5,115,,,,,,,
TC3,14/11/16,Cherwell at Hampton Poyle,14,11,16,10:20,10:15,,7.4,7.92,3574,5,368,407,431,,0.018,3.48,1.38,0.18,63.39,0.02,28.14,6.35,63.73,6.89,6.37,4.85,7.58,736.1,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.835,,Thames_PP_03,15/11/2016,433,760,115,3718,24,14,5,34,87,5,139,,,,,,,
TC3,21/11/16,Cherwell at Hampton Poyle,21,11,16,10:20,10:15,,6.9,8.02,4613,6.61,347,383,406,,0.031,3.84,4.50,0.20,71.31,0.00,28.15,6.36,76.22,6.46,6.38,4.61,7.72,880.1,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.285,,Thames_PP_03,22/11/2016,837,659,173,2583,29,34,0,34,77,10,63,,,,,,,
TC3,28/11/16,Cherwell at Hampton Poyle,28,11,16,10:30,10:30,,6.9,7.89,3778,7.19,184,215,242,,0.033,4.41,1.6,0.24,53.80,0.06,32.85,7.42,76.74,7.95,7.44,5.77,7.43,715.6,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.584,,Thames_PP_03,29/11/2016,293,418,63,1404,24,19,5,24,77,0,48,,,,,,,
TC3,05/12/16,Cherwell at Hampton Poyle,5,12,16,10:30,10:30,,2.9,7.98,4070,3.61,295,338,344,,0.04,3.98,1.12,0.21,55.49,0.24,29.01,6.55,75.33,6.98,6.58,5.3,7.31,777.1,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.704,,Thames_PP_03,06/12/2016,120,284,19,741,14,24,0,0,19,0,53,,,,,,,
TC3,12/12/16,Cherwell at Hampton Poyle,12,12,16,10:25,10:30,High and turbid after weekend rain,8.3,7.97,3664,37.93,302,313,445,,0.049,4.05,3.95,0.23,68.02,0.12,42.44,9.58,67.29,10.28,9.62,6.34,7.38,771.3,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,Thames_PP_03,14/12/2016,82,231,53,524,24,43,0,29,24,5,5,,,,,,,
TC3,03/01/17,Cherwell at Hampton Poyle,3,1,17,10:30,10:30,,3.5,8.07,4351,9.36,272,266,320,,0.036,3.83,3.23,0.21,62.04,0.38,31.15,7.03,72.54,7.97,7.06,5.14,7.43,803.3,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.079,,Thames_PP_03,05/01/2017,303,428,125,1472,48,38,10,63,144,5,48,,,,,,,
TC3,09/01/17,Cherwell at Hampton Poyle,9,1,17,10:20,10:15,,5.7,8.08,4074,6.45,197,198,240,,0.025,3.71,3.52,0.22,52.09,0.00,33.91,7.66,73.05,8.8,7.67,4.6,7.55,752,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.587,,Thames_PP_03,12/01/2017,587,1015,183,1948,48,34,5,19,82,43,216,,,,,,,
TC3,16/01/17,Cherwell at Hampton Poyle,16,1,17,10:35,10:30,Higher and cloudy after rain.,5.3,8.04,2953,15.95,162,194,272,,0.029,3.63,2.79,0.22,50.75,0.07,33.66,7.60,70.13,9.12,7.62,4.78,7.41,712.1,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.838,,Thames_PP_03,18/01/2017,462,1020,106,2015,72,67,0,87,91,14,63,,,,,,,
TC3,23/01/17,Cherwell at Hampton Poyle,23,1,17,10:20,10:15,,2.8,7.99,3625,9.2,115,123,169,,0.034,3.83,4.3,0.26,42.60,0.05,40.32,9.11,67.65,10.07,9.13,5.36,7.83,674.8,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.225,,Thames_PP_03,25/01/2017,471,1058,87,933,34,14,0,77,101,111,505,,,,,,,
TC3,30/01/17,Cherwell at Hampton Poyle,30,1,17,10:20,10:15,High and turbid after rain,4.9,8.02,3825,6.07,170,198,215,,0.045,3.7,2.22,0.20,61.65,0.00,35.65,8.05,68.01,8.62,8.08,4.63,7.38,780.4,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.402,,Thames_PP_03,01/02/2017,620,1193,120,1419,34,10,0,48,82,48,337,,,,,,,
TC3,06/02/17,Cherwell at Hampton Poyle,6,2,17,10:40,10:45,Higher after rain,4.6,7.85,3279,15.87,96,120,171,,0.026,4.07,4.28,0.26,34.81,0.06,37.67,8.51,56.14,8.97,8.52,5.63,7.73,600.9,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.166,,Thames_PP_03,07/02/2017,279,1029,101,856,43,29,5,43,101,38,356,,,,,,,
TC3,13/02/17,Cherwell at Hampton Poyle,13,2,17,10:10,10:15,,4.3,7.99,3333,6.34,127,147,176,,0.043,3.71,3.49,0.22,49.66,0.11,39.31,8.88,65.69,10.16,8.91,4.56,7.36,713.4,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.979,,Thames_PP_03,15/02/2017,438,1457,279,1101,19,19,5,43,101,38,452,,,,,,,
TC3,21/02/17,Cherwell at Hampton Poyle,21,2,17,10:05,10:00,,9,7.87,3522,10.74,126,142,196,,0.033,3.26,5.34,0.27,39.60,0.03,36.74,8.30,65.36,9.41,8.32,4.76,7.88,673.3,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.82,,Thames_PP_03,22/02/2017,495,2179,245,1558,72,34,14,48,178,53,164,,,,,,,
